track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
thought for food (Tom VR Remix),0lOmL7L92n6HpmtJJJR6Vm,album,sketches of transition (Remixes),2019-11-29,,,493770,24,0.112,0.718,0.744,0.837,6,0.18,-9.922,1,0.047,119.99,4,0.351,https://open.spotify.com/track/0lOmL7L92n6HpmtJJJR6Vm,spotify:track:0lOmL7L92n6HpmtJJJR6Vm
Woah,0nb3rHI96wtfflIOBczsbc,album,"SMS for Location, Vol. 4",2021-06-18,,,236041,32,0.00219,0.755,0.53,0.713,7,0.0919,-10.081,1,0.167,127.953,4,0.555,https://open.spotify.com/track/0nb3rHI96wtfflIOBczsbc,spotify:track:0nb3rHI96wtfflIOBczsbc
WORD,0oSWQjfe5dnRPbXQnZNJ4u,single,WORD,2019-02-15,,,211200,43,0.000917,0.664,0.926,0.244,1,0.0781,-5.519,0,0.0456,125.002,4,0.711,https://open.spotify.com/track/0oSWQjfe5dnRPbXQnZNJ4u,spotify:track:0oSWQjfe5dnRPbXQnZNJ4u
By My Side,0oiXA5d3B3QAbHFwom7OJZ,single,Visage 4 (By My Side),2022-07-12,,,213934,51,0.458,0.538,0.826,0.293,8,0.11,-7.838,1,0.0297,122,4,0.441,https://open.spotify.com/track/0oiXA5d3B3QAbHFwom7OJZ,spotify:track:0oiXA5d3B3QAbHFwom7OJZ
Dodo,0ozKU2UFcgKbldjMA6b2BZ,single,Dodo EP,2021-04-16,,,432007,12,0.0236,0.706,0.695,0.453,1,0.0871,-10.862,1,0.0379,120,4,0.373,https://open.spotify.com/track/0ozKU2UFcgKbldjMA6b2BZ,spotify:track:0ozKU2UFcgKbldjMA6b2BZ
Morenita,0pIiCv0GdhtsOjCJ5Y7zHj,single,Morenita,2021-06-25,,,176491,75,0.000701,0.639,0.769,0.742,1,0.0553,-5.077,1,0.0383,123.983,4,0.177,https://open.spotify.com/track/0pIiCv0GdhtsOjCJ5Y7zHj,spotify:track:0pIiCv0GdhtsOjCJ5Y7zHj
Empty Promise,0sEn4RyabCmp3dGbbT5J6I,album,"Happiness, Guaranteed",2022-04-29,,,231578,46,0.819,0.738,0.633,0.000101,0,0.124,-6.864,1,0.0308,114.01,4,0.329,https://open.spotify.com/track/0sEn4RyabCmp3dGbbT5J6I,spotify:track:0sEn4RyabCmp3dGbbT5J6I
t9,0tDLgk68YwAdZXPTySqIVW,album,Warehouse Summer,2022-11-23,,,295380,34,0.018,0.709,0.847,0.848,2,0.058,-7.991,0,0.0518,130.007,4,0.0376,https://open.spotify.com/track/0tDLgk68YwAdZXPTySqIVW,spotify:track:0tDLgk68YwAdZXPTySqIVW
3005 - Friction Remix,0tHjZBOAU5QkzDPNzALYCZ,single,3005 (Friction Remix),2014-01-01,,,268973,40,0.00116,0.554,0.88,0.000481,6,0.0466,-4.171,0,0.0427,173.994,4,0.546,https://open.spotify.com/track/0tHjZBOAU5QkzDPNzALYCZ,spotify:track:0tHjZBOAU5QkzDPNzALYCZ
Colors,0tadBEpYN4YIBDWcvV2Mfq,single,Colors,2021-10-08,,,201141,44,0.429,0.825,0.733,0.00755,5,0.0882,-7.251,0,0.0552,126.991,4,0.622,https://open.spotify.com/track/0tadBEpYN4YIBDWcvV2Mfq,spotify:track:0tadBEpYN4YIBDWcvV2Mfq
Shakuhachi,0usw4LN0l0sNpAX5tFcPJp,single,Shakuhachi,2022-07-22,,,354098,7,0.00144,0.781,0.72,0.762,9,0.069,-8.279,0,0.0581,130.99,4,0.733,https://open.spotify.com/track/0usw4LN0l0sNpAX5tFcPJp,spotify:track:0usw4LN0l0sNpAX5tFcPJp
Baby,0wPfUQUkWcguy2iUH0BWOT,album,Sixteen Oceans,2020-03-13,,,264464,54,0.487,0.792,0.576,0.00325,0,0.0972,-9.947,1,0.248,127.066,4,0.053,https://open.spotify.com/track/0wPfUQUkWcguy2iUH0BWOT,spotify:track:0wPfUQUkWcguy2iUH0BWOT
Summer in the Ends - Juls Zikomo Remix,0zg7W6vYq4Nr2qhzHsChKC,album,Sounds of My World (Deluxe),2022-08-05,,,225267,39,0.00369,0.754,0.624,0.0000585,1,0.17,-10.22,1,0.198,111.998,4,0.652,https://open.spotify.com/track/0zg7W6vYq4Nr2qhzHsChKC,spotify:track:0zg7W6vYq4Nr2qhzHsChKC
Ritmo,15223sfwoQj4IAJL8GSnfO,single,Ritmo,2021-08-13,,,183810,74,0.00083,0.777,0.869,0.000653,7,0.375,-5.159,0,0.0945,124.007,4,0.681,https://open.spotify.com/track/15223sfwoQj4IAJL8GSnfO,spotify:track:15223sfwoQj4IAJL8GSnfO
Cruel Summer - Musumeci Wax off Remix,15PJHoA91oxrgYkwVa3TVZ,single,Cruel Summer (Musumeci Remixes),2020-05-08,,,289025,29,0.00556,0.747,0.752,0.93,0,0.0841,-8.836,1,0.11,122.995,4,0.947,https://open.spotify.com/track/15PJHoA91oxrgYkwVa3TVZ,spotify:track:15PJHoA91oxrgYkwVa3TVZ
Dancing With The Devil,174atMbJv8WBa3Ehf2F2m8,single,Dancing With The Devil,2021-11-12,,,323809,13,0.00027,0.806,0.794,0.81,9,0.0507,-9.495,1,0.0633,126.003,4,0.591,https://open.spotify.com/track/174atMbJv8WBa3Ehf2F2m8,spotify:track:174atMbJv8WBa3Ehf2F2m8
Atomica - Yotto Remix,18HqnBh7gdexWWl68nDpkS,single,Mozar EP,2020-03-16,,,412088,36,0.0232,0.725,0.456,0.813,2,0.0739,-10.556,1,0.0535,121.984,4,0.147,https://open.spotify.com/track/18HqnBh7gdexWWl68nDpkS,spotify:track:18HqnBh7gdexWWl68nDpkS
Gotta Have House - Johan S Remix,19pzrgxrfsdPyj9V5zH7fv,single,Gotta Have House (Johan S Remix),2019-04-26,,,341985,6,0.00414,0.859,0.874,0.406,4,0.0297,-8.401,1,0.0595,124.021,4,0.283,https://open.spotify.com/track/19pzrgxrfsdPyj9V5zH7fv,spotify:track:19pzrgxrfsdPyj9V5zH7fv
This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,album,Layers,2016-11-04,,,195546,82,0.0927,0.792,0.717,0.0000359,0,0.226,-4.759,0,0.0393,121.985,4,0.466,https://open.spotify.com/track/1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ
Call on Me,1As4KC3YYpu89aBt7EqL2m,single,Call On Me (Remixes),2004-09-13,,,454440,60,0.00212,0.643,0.793,0.103,8,0.458,-8.944,0,0.326,126.32,4,0.198,https://open.spotify.com/track/1As4KC3YYpu89aBt7EqL2m,spotify:track:1As4KC3YYpu89aBt7EqL2m
Coma Cat - Purple Disco Machine Re-Work,1BMFet4vUoOgpLYIl3kVMQ,single,Coma Cat (Purple Disco Machine Re-Work),2022-09-30,,,208544,67,0.0151,0.653,0.978,0.714,9,0.309,-4.868,0,0.0589,122.017,4,0.756,https://open.spotify.com/track/1BMFet4vUoOgpLYIl3kVMQ,spotify:track:1BMFet4vUoOgpLYIl3kVMQ
No More - Durante Remix,1BaK2qtH59Sxo23HFJvugG,single,No More - Extended Flavour Pack,2021-03-30,,,312548,39,0.00277,0.688,0.789,0.842,1,0.0534,-9.758,0,0.0512,124.006,4,0.431,https://open.spotify.com/track/1BaK2qtH59Sxo23HFJvugG,spotify:track:1BaK2qtH59Sxo23HFJvugG
September,1Bi8UTY1kbwId4YbLZxJhS,single,September,2015-11-13,,,256609,54,0.0181,0.71,0.922,0.00000541,6,0.353,-4.149,0,0.138,121.999,4,0.427,https://open.spotify.com/track/1Bi8UTY1kbwId4YbLZxJhS,spotify:track:1Bi8UTY1kbwId4YbLZxJhS
Insomnia 2021 - Epic Mix,1C64MJBqmR3kl32px5BX3r,single,Insomnia 2021,2021-06-11,,,465865,43,0.0024,0.719,0.948,0.226,9,0.0875,-5.591,1,0.0613,126.001,4,0.19,https://open.spotify.com/track/1C64MJBqmR3kl32px5BX3r,spotify:track:1C64MJBqmR3kl32px5BX3r
Kashmer,1DiehRsdyRxbz2UUSEADkZ,single,Kashmer,2021-05-07,,,191332,45,0.756,0.673,0.635,0.901,8,0.111,-8.74,0,0.0399,125.088,4,0.484,https://open.spotify.com/track/1DiehRsdyRxbz2UUSEADkZ,spotify:track:1DiehRsdyRxbz2UUSEADkZ
Ubomi Abumanga,1Eum24tziiY0sRBRx7hWBb,single,Ubomi Abumanga,2020-05-29,,,332533,48,0.0628,0.772,0.71,0.769,4,0.0551,-11.52,0,0.0399,117.009,4,0.204,https://open.spotify.com/track/1Eum24tziiY0sRBRx7hWBb,spotify:track:1Eum24tziiY0sRBRx7hWBb
Zulu,1H77Pvcnlk1KzJKzbX0geM,compilation,"Aluku Records Various Compilation SA Edition, Pt. 3",2022-01-07,,,402494,16,0.0258,0.661,0.63,0.867,6,0.121,-11.858,1,0.0484,120.006,4,0.146,https://open.spotify.com/track/1H77Pvcnlk1KzJKzbX0geM,spotify:track:1H77Pvcnlk1KzJKzbX0geM
When The Summer Dies,1Lgvs8WzpPbT5VuUFIAJwt,single,When The Summer Dies,2021-07-16,,,329531,58,0.000472,0.795,0.642,0.0522,1,0.226,-7.094,1,0.0516,127.986,4,0.446,https://open.spotify.com/track/1Lgvs8WzpPbT5VuUFIAJwt,spotify:track:1Lgvs8WzpPbT5VuUFIAJwt
Rainfall (Praise You),1M8t1j3Kv2qp97bdq5q4Vl,single,Rainfall (Praise You),2022-02-18,,,166569,78,0.14,0.767,0.862,0.0092,5,0.252,-5.464,0,0.0606,128.039,4,0.509,https://open.spotify.com/track/1M8t1j3Kv2qp97bdq5q4Vl,spotify:track:1M8t1j3Kv2qp97bdq5q4Vl
Mila,1MnrowYwZWjzlpDg1j9kXw,single,Mila,2020-10-02,,,297520,1,0.152,0.841,0.822,0.0202,0,0.0985,-5.767,1,0.0358,121.001,4,0.38,https://open.spotify.com/track/1MnrowYwZWjzlpDg1j9kXw,spotify:track:1MnrowYwZWjzlpDg1j9kXw
Porcelain - Timo Maas & James Teej's Broken China Dub,1N7HXIJDM7mTjRTRty48py,single,Porcelain Remixes,2017-05-26,,,556320,13,0.000338,0.779,0.502,0.788,10,0.11,-10.157,0,0.0476,120,3,0.333,https://open.spotify.com/track/1N7HXIJDM7mTjRTRty48py,spotify:track:1N7HXIJDM7mTjRTRty48py
Tamo Loco,1NaXrdrI2OkCPAop1tU7Ch,single,Tamo Loco,2022-07-01,,,160645,55,0.00036,0.749,0.968,0.112,5,0.249,-4.015,0,0.0718,124.004,4,0.475,https://open.spotify.com/track/1NaXrdrI2OkCPAop1tU7Ch,spotify:track:1NaXrdrI2OkCPAop1tU7Ch
Pan,1P2oFirfsnPr3RanaMbDI6,single,Pan,2020-10-16,,,250501,6,0.111,0.81,0.457,0.849,7,0.0836,-12.383,0,0.0628,119.986,4,0.447,https://open.spotify.com/track/1P2oFirfsnPr3RanaMbDI6,spotify:track:1P2oFirfsnPr3RanaMbDI6
Nineteen Ninety,1Rk6DIreZBbisRdjn9qXlj,single,Nineteen Ninety,2020-11-27,,,353695,32,0.156,0.54,0.724,0.947,0,0.117,-8.484,1,0.0309,124.029,4,0.394,https://open.spotify.com/track/1Rk6DIreZBbisRdjn9qXlj,spotify:track:1Rk6DIreZBbisRdjn9qXlj
079,1ULaCASWLNrzg76Jt3VDWd,single,079,2022-02-18,,,168200,56,0.0104,0.806,0.7,0.0389,1,0.12,-7.253,1,0.339,125.061,4,0.594,https://open.spotify.com/track/1ULaCASWLNrzg76Jt3VDWd,spotify:track:1ULaCASWLNrzg76Jt3VDWd
Mono Tono - Club Mix Radio Edit,1UN9ZVrKgwGt6aNYRs5Ytg,single,Mono Tono,2022-06-10,,,165126,20,0.0214,0.867,0.869,0.00947,8,0.286,-7.987,1,0.155,125.015,4,0.752,https://open.spotify.com/track/1UN9ZVrKgwGt6aNYRs5Ytg,spotify:track:1UN9ZVrKgwGt6aNYRs5Ytg
Reflections,1VjwgDb5mdNIyUoTBzynZl,single,Reflections,2021-02-04,,,231864,45,0.655,0.781,0.532,0.904,0,0.118,-14.311,0,0.0528,118.022,4,0.0328,https://open.spotify.com/track/1VjwgDb5mdNIyUoTBzynZl,spotify:track:1VjwgDb5mdNIyUoTBzynZl
Bubble Up,1WfSCPE9jy59D8wqYwlwlO,single,Higher Ground,2019-05-02,,,249756,34,0.00163,0.809,0.948,0.889,11,0.0541,-7.287,1,0.0591,123.008,4,0.479,https://open.spotify.com/track/1WfSCPE9jy59D8wqYwlwlO,spotify:track:1WfSCPE9jy59D8wqYwlwlO
Mano Mano,1WiMRHj2vi8ejfbldT0U3F,single,Mano Mano,2021-04-23,,,427930,39,0.0019,0.751,0.529,0.869,5,0.0974,-12.269,0,0.0487,122.001,4,0.351,https://open.spotify.com/track/1WiMRHj2vi8ejfbldT0U3F,spotify:track:1WiMRHj2vi8ejfbldT0U3F
By Your Side (feat. Tom Grennan) - SIDEPIECE Remix,1WtMzxphD9Kxywql3L8VRa,single,By Your Side (feat. Tom Grennan) [SIDEPIECE Remix],2021-07-30,,,206666,39,0.00488,0.607,0.848,0.038,7,0.328,-7.169,1,0.0355,126.026,4,0.575,https://open.spotify.com/track/1WtMzxphD9Kxywql3L8VRa,spotify:track:1WtMzxphD9Kxywql3L8VRa
Habits (Stay High) - Oliver Nelson Remix,1YEw6iUZurigCZgtg91VKu,single,Habits (Stay High) [Oliver Nelson Remix],2014-03-03,,,252093,44,0.0388,0.784,0.789,0.00697,0,0.0977,-4.209,0,0.0634,115.997,4,0.478,https://open.spotify.com/track/1YEw6iUZurigCZgtg91VKu,spotify:track:1YEw6iUZurigCZgtg91VKu
The Invention Of Flying,1YKNNhIys3VyjLGkLz8Ij5,compilation,Dixon & Âme Present Limbo,2020-12-18,,,311076,28,0.00589,0.715,0.838,0.849,5,0.0797,-7.356,0,0.0464,119.988,4,0.46,https://open.spotify.com/track/1YKNNhIys3VyjLGkLz8Ij5,spotify:track:1YKNNhIys3VyjLGkLz8Ij5
Higher Power - ZHU Remix,1YLGtZjDKyY0Qkv4QlX31b,single,Higher Power (ZHU Remix),2021-05-20,,,286093,45,0.00342,0.666,0.698,0.00923,7,0.1,-8.235,0,0.0355,128.016,4,0.147,https://open.spotify.com/track/1YLGtZjDKyY0Qkv4QlX31b,spotify:track:1YLGtZjDKyY0Qkv4QlX31b
Osama,1YPkBfrRCpvBrwJU66LQWq,single,Osama,2021-09-10,,,409180,62,0.0669,0.669,0.704,0.602,5,0.103,-10.207,0,0.0347,122.012,4,0.262,https://open.spotify.com/track/1YPkBfrRCpvBrwJU66LQWq,spotify:track:1YPkBfrRCpvBrwJU66LQWq
