track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
I've got that tune,6ZOeDXutLpSGqA1sSL6LrL,album,Groove Sessions,2007-01-09,,,269986,56,0.385,0.775,0.785,0.824,4,0.645,-5.563,0,0.0434,90.119,4,0.81,https://open.spotify.com/track/6ZOeDXutLpSGqA1sSL6LrL,spotify:track:6ZOeDXutLpSGqA1sSL6LrL
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",119c93MHjrDLJTApCVGpvx,album,Enter The Wu-Tang (36 Chambers) [Expanded Edition],1993-11-09,,,252186,79,0.57,0.479,0.549,0.0235,11,0.127,-10.551,0,0.373,180.985,4,0.576,https://open.spotify.com/track/119c93MHjrDLJTApCVGpvx,spotify:track:119c93MHjrDLJTApCVGpvx
Que Sera,5WgOELT1kPGBVCHVHvzIHS,compilation,Mole Listening Pearls - The Collection Vol. 3 (2006 - 2009),2010-02-26,,,164093,0,0.243,0.717,0.721,0.272,9,0.205,-5.059,1,0.0811,83.004,4,0.401,https://open.spotify.com/track/5WgOELT1kPGBVCHVHvzIHS,spotify:track:5WgOELT1kPGBVCHVHvzIHS
All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,album,Electric Ladyland,1968-10-25,,,240800,80,0.00255,0.438,0.805,0.0000569,8,0.0842,-6.237,1,0.0624,113.253,4,0.564,https://open.spotify.com/track/2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f
Voodoo Child (Slight Return),2AxCeJ6PSsBYiTckM0HLY7,album,Electric Ladyland,1968-10-25,,,313373,71,0.477,0.214,0.91,0.00833,8,0.0517,-6.662,1,0.389,175.549,4,0.448,https://open.spotify.com/track/2AxCeJ6PSsBYiTckM0HLY7,spotify:track:2AxCeJ6PSsBYiTckM0HLY7
"Shona Kwelanga (feat. Mawhoo, Da Muziqal Chef & Kabza De Small)",4VrYIDyFUN4IYU3wtjbF8p,album,Ba Straata,2022-11-04,,,416316,60,0.00489,0.795,0.824,0.293,1,0.2,-13.736,0,0.0686,112.004,4,0.276,https://open.spotify.com/track/4VrYIDyFUN4IYU3wtjbF8p,spotify:track:4VrYIDyFUN4IYU3wtjbF8p
Pasaeo,2Yr00kd5y8LyjhDHvKR3CN,single,Pasaeo,2020-07-12,,,142686,3,0.455,0.758,0.621,0,1,0.767,-9.405,0,0.0451,128.03,4,0.75,https://open.spotify.com/track/2Yr00kd5y8LyjhDHvKR3CN,spotify:track:2Yr00kd5y8LyjhDHvKR3CN
Stay,2xp38yyldAE0dgJ8AkZ37A,single,Stay,2022-07-22,,,246040,42,0.0303,0.729,0.662,0.876,1,0.103,-11.011,1,0.0455,91.494,4,0.111,https://open.spotify.com/track/2xp38yyldAE0dgJ8AkZ37A,spotify:track:2xp38yyldAE0dgJ8AkZ37A
Sweet Love,1vbVS8vpaFQNjketow7tse,album,Weeks Above The Earth,2021-10-29,,,153723,59,0.363,0.759,0.587,0.000459,0,0.134,-9.692,0,0.0675,113.02,4,0.573,https://open.spotify.com/track/1vbVS8vpaFQNjketow7tse,spotify:track:1vbVS8vpaFQNjketow7tse
Trapeze Artist,5dEEhcYzsTAYQPCwAXvVak,single,Trapeze Artist,2020-02-06,,,271145,1,0.403,0.488,0.496,0.00000101,1,0.275,-7.501,1,0.0357,147.463,4,0.449,https://open.spotify.com/track/5dEEhcYzsTAYQPCwAXvVak,spotify:track:5dEEhcYzsTAYQPCwAXvVak
Already Gone,3Y1w3SZMVTIPi76cFtkXIu,single,Already Gone,2022-03-08,,,175500,9,0.491,0.664,0.486,0,1,0.103,-7.726,1,0.027,93.002,4,0.621,https://open.spotify.com/track/3Y1w3SZMVTIPi76cFtkXIu,spotify:track:3Y1w3SZMVTIPi76cFtkXIu
CLOUT,09OoicnRcybv4h46Wklhij,single,CLOUT,2021-10-22,,,173543,4,0.74,0.702,0.334,0.00000258,9,0.0879,-12.013,0,0.186,82.832,4,0.245,https://open.spotify.com/track/09OoicnRcybv4h46Wklhij,spotify:track:09OoicnRcybv4h46Wklhij
Black Latex (Oliver & Surrender! Remix),3diGG54GtKUwWYmqs6T03M,single,Black Latex (Oliver & Surrender! Remix),2022-11-18,,,211608,42,0.0777,0.755,0.523,0.791,1,0.257,-8.667,1,0.0639,97.503,4,0.318,https://open.spotify.com/track/3diGG54GtKUwWYmqs6T03M,spotify:track:3diGG54GtKUwWYmqs6T03M
Like You,3m5qdapw5yssmKpEP1vlCP,single,Like You,2021-05-27,,,234230,43,0.418,0.764,0.872,0.0715,10,0.0898,-5.089,0,0.0428,116.973,4,0.378,https://open.spotify.com/track/3m5qdapw5yssmKpEP1vlCP,spotify:track:3m5qdapw5yssmKpEP1vlCP
Ripple,6oEC3xbIgUG2TEUXZXUFCv,single,Ripple,2022-09-23,,,214539,62,0.413,0.636,0.742,0,0,0.348,-4.711,0,0.108,78.553,4,0.485,https://open.spotify.com/track/6oEC3xbIgUG2TEUXZXUFCv,spotify:track:6oEC3xbIgUG2TEUXZXUFCv
Dark Days,7LZN7FkxHZk6maiN6NdI2i,album,Sunlit Youth,2016-09-09,,,180413,64,0.109,0.604,0.655,0.0019,9,0.125,-7.088,1,0.0273,115.038,4,0.59,https://open.spotify.com/track/7LZN7FkxHZk6maiN6NdI2i,spotify:track:7LZN7FkxHZk6maiN6NdI2i
Ongoing Thing,3DjYU54tU6YCEy822r8TcY,single,Motifs - EP,2014-06-09,,,238777,51,0.363,0.471,0.699,0.000242,5,0.0708,-7.782,0,0.245,170.114,4,0.329,https://open.spotify.com/track/3DjYU54tU6YCEy822r8TcY,spotify:track:3DjYU54tU6YCEy822r8TcY
May Your Kindness Remain,71l6dkMk6FSKcL4LcC8hzG,album,May Your Kindness Remain,2018-03-23,,,234306,27,0.889,0.265,0.254,0.000128,2,0.11,-11.635,1,0.0337,92.617,3,0.244,https://open.spotify.com/track/71l6dkMk6FSKcL4LcC8hzG,spotify:track:71l6dkMk6FSKcL4LcC8hzG
Can't Hide,7CotyU8EcChJlqOFnxPPmI,single,Can't Hide,2016-08-12,,,184000,56,0.0422,0.61,0.69,0.0000662,2,0.166,-2.656,0,0.0911,179.944,4,0.318,https://open.spotify.com/track/7CotyU8EcChJlqOFnxPPmI,spotify:track:7CotyU8EcChJlqOFnxPPmI
Quelqu'un m'a dit,5lIOhDGfy2lQJWWwxBm8L4,album,Quelqu'un m'a dit,2002-11-05,,,168626,62,0.834,0.611,0.428,0.00517,10,0.113,-10.723,1,0.0474,133.281,3,0.389,https://open.spotify.com/track/5lIOhDGfy2lQJWWwxBm8L4,spotify:track:5lIOhDGfy2lQJWWwxBm8L4
Glad I Met You,0XWRyq9KvezQx5UU3aJ3Bf,single,When Your Lonely Everybody's a Celebrity,2008-10-21,,,202349,24,0.0957,0.747,0.722,0.000519,8,0.208,-7.33,1,0.0349,100.215,4,0.545,https://open.spotify.com/track/0XWRyq9KvezQx5UU3aJ3Bf,spotify:track:0XWRyq9KvezQx5UU3aJ3Bf
May I Have This Dance - EMBRZ Remix,5RJTUwGmseVONMulYQc04C,single,May I Have This Dance (EMBRZ Remix),2017-12-08,,,257386,35,0.0236,0.561,0.412,0.00000735,2,0.137,-10.438,1,0.0962,87.95,4,0.173,https://open.spotify.com/track/5RJTUwGmseVONMulYQc04C,spotify:track:5RJTUwGmseVONMulYQc04C
A Kazakh Melody (feat. Casey Driessen),5X6JspNHQNePO66XYAiMVI,album,Abigail Washburn & The Sparrow Quartet (feat. Casey Driessen),2008,,,107640,0,0.931,0.403,0.163,0.983,7,0.119,-17.851,1,0.0361,142.839,3,0.378,https://open.spotify.com/track/5X6JspNHQNePO66XYAiMVI,spotify:track:5X6JspNHQNePO66XYAiMVI
Party Rock Anthem,7mitXLIMCflkhZiD34uEQI,album,Sorry For Party Rocking,2011-01-01,,,262146,77,0.0206,0.751,0.736,0,5,0.265,-4.168,0,0.156,130.014,4,0.352,https://open.spotify.com/track/7mitXLIMCflkhZiD34uEQI,spotify:track:7mitXLIMCflkhZiD34uEQI
Sabotage (Super Duper Remix),3B7IZtMfyRFCq4ScI9r62j,album,Tunnel ( Deluxe ),2015-03-17,,,196595,7,0.0314,0.689,0.57,0.0000249,0,0.144,-3.598,1,0.0391,94.027,4,0.301,https://open.spotify.com/track/3B7IZtMfyRFCq4ScI9r62j,spotify:track:3B7IZtMfyRFCq4ScI9r62j
Calling Occupants Of Interplanetary Craft (The Recognized Anthem Of World Contact Day),3CrFr7JnfUHJYX5I49e9TV,album,Passage,1977-10-10,,,425893,43,0.37,0.431,0.273,0.000247,11,0.439,-14.677,1,0.0468,130.617,4,0.339,https://open.spotify.com/track/3CrFr7JnfUHJYX5I49e9TV,spotify:track:3CrFr7JnfUHJYX5I49e9TV
Dancing On My Own,3Rc2ajBMInxeNGVkMPC92Y,album,Body Talk Pt. 1,2010-06-11,,,285973,60,0.0587,0.678,0.871,0.249,6,0.0928,-4.781,1,0.0342,117.029,4,0.28,https://open.spotify.com/track/3Rc2ajBMInxeNGVkMPC92Y,spotify:track:3Rc2ajBMInxeNGVkMPC92Y
On Melancholy Hill,0q6LuUqGLUiCPP1cbdwFs3,album,Plastic Beach,2010-03-03,,,233866,80,0.0000151,0.689,0.739,0.509,2,0.064,-5.81,1,0.026,120.423,4,0.578,https://open.spotify.com/track/0q6LuUqGLUiCPP1cbdwFs3,spotify:track:0q6LuUqGLUiCPP1cbdwFs3
Younger - Kygo Remix,6HaA6tCGwWJBdMkDFqfHsH,single,Younger,2014-01-01,,,351573,40,0.133,0.691,0.488,0.000205,5,0.0815,-7.936,1,0.0788,114.011,4,0.63,https://open.spotify.com/track/6HaA6tCGwWJBdMkDFqfHsH,spotify:track:6HaA6tCGwWJBdMkDFqfHsH
Kyle (I Found You),0v1g5U1OAb0XBjKyA8R36i,single,Kyle (i found you),2019-11-22,,,196071,54,0.0757,0.76,0.669,0.0194,5,0.77,-9.105,0,0.285,112.023,4,0.214,https://open.spotify.com/track/0v1g5U1OAb0XBjKyA8R36i,spotify:track:0v1g5U1OAb0XBjKyA8R36i
See Her Out (Thats Just Life),5zheSFviZNgeZLvZCOxQnE,album,"Farewell, Starlite!",2016-09-26,,,210944,42,0.792,0.541,0.456,0.00092,4,0.105,-9.266,1,0.051,158.015,4,0.362,https://open.spotify.com/track/5zheSFviZNgeZLvZCOxQnE,spotify:track:5zheSFviZNgeZLvZCOxQnE
A Dustland Fairytale,6HDxUR4nMVM69Vz9q1oHIk,album,Day & Age (Bonus Tracks),2008-11-18,,,225160,58,0.0436,0.429,0.841,0,2,0.0976,-6.501,1,0.0553,134.37,4,0.33,https://open.spotify.com/track/6HDxUR4nMVM69Vz9q1oHIk,spotify:track:6HDxUR4nMVM69Vz9q1oHIk
We Are Pilots,29bO9mtroMXBjCBH7Pbbwq,album,We Are Pilots,2006-01-01,,,254866,27,0.0455,0.596,0.825,0.00118,6,0.108,-5.407,0,0.0368,101.993,4,0.426,https://open.spotify.com/track/29bO9mtroMXBjCBH7Pbbwq,spotify:track:29bO9mtroMXBjCBH7Pbbwq
Waiting,1e3sbAjC6upJTSDF94jXAh,album,We Are Pilots,2006-01-01,,,261160,24,0.237,0.699,0.494,0.00942,6,0.0828,-7.416,1,0.028,92.02,4,0.0583,https://open.spotify.com/track/1e3sbAjC6upJTSDF94jXAh,spotify:track:1e3sbAjC6upJTSDF94jXAh
In A Sentimental Mood,0E8q2Fx2XuzXCO2NSAppkR,album,Duke Ellington & John Coltrane,1963-02,,,255226,68,0.936,0.464,0.305,0.0846,3,0.208,-12.435,0,0.0316,108.229,4,0.282,https://open.spotify.com/track/0E8q2Fx2XuzXCO2NSAppkR,spotify:track:0E8q2Fx2XuzXCO2NSAppkR
