track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
Revolution,1vlnbR9iKNLCAlEDNSBrxj,single,Revolution,2022-12-26,,,247404,49,0.00981,0.668,0.866,0.451,0,0.107,-5.286,1,0.0426,129.999,4,0.281,https://open.spotify.com/track/1vlnbR9iKNLCAlEDNSBrxj,spotify:track:1vlnbR9iKNLCAlEDNSBrxj
Work,0NFchYXJVNxHb693dpIs0t,single,Work,2022-12-02,,,217500,59,0.00163,0.853,0.948,0.0341,11,0.252,-5.671,0,0.1,127.994,4,0.38,https://open.spotify.com/track/0NFchYXJVNxHb693dpIs0t,spotify:track:0NFchYXJVNxHb693dpIs0t
Red Lights,4CXjBd66mtIoIXDwVi8H0B,album,Reviver,2022-01-21,,,211935,40,0.507,0.655,0.58,0.719,5,0.0881,-12.046,1,0.0376,124.014,4,0.076,https://open.spotify.com/track/4CXjBd66mtIoIXDwVi8H0B,spotify:track:4CXjBd66mtIoIXDwVi8H0B
LEFT TO RIGHT - Extended Mix,7HQBpx4quUib53O5LRtnBB,single,LEFT TO RIGHT,2022-08-12,,,270000,1,0.107,0.664,0.772,0.816,8,0.0821,-5.798,1,0.356,127.982,4,0.189,https://open.spotify.com/track/7HQBpx4quUib53O5LRtnBB,spotify:track:7HQBpx4quUib53O5LRtnBB
The Job,6n0ZvJoEEoGPeJc6lPGsZ7,album,Musical Chairs Mixtape (Vol. 1),2022-07-29,,,253693,33,0.00959,0.827,0.794,0.812,11,0.0612,-7.289,1,0.0692,125.003,4,0.447,https://open.spotify.com/track/6n0ZvJoEEoGPeJc6lPGsZ7,spotify:track:6n0ZvJoEEoGPeJc6lPGsZ7
Move & Breathe,0tUBJgHumIS69lTHJ94bRM,single,3:33,2020-04-23,,,205440,22,0.000705,0.805,0.843,0.835,11,0.0507,-4.067,0,0.0472,125.021,4,0.435,https://open.spotify.com/track/0tUBJgHumIS69lTHJ94bRM,spotify:track:0tUBJgHumIS69lTHJ94bRM
Atira A Flecha - Club mix,3ZeOpwxNPSVikqybFTA8z4,compilation,Hello Summer Salinas Vol 01,2020-07-13,,,365714,15,0.00488,0.846,0.875,0.373,11,0.0314,-7.512,0,0.0665,125.977,4,0.934,https://open.spotify.com/track/3ZeOpwxNPSVikqybFTA8z4,spotify:track:3ZeOpwxNPSVikqybFTA8z4
Rolla,0XOGMHeNwgu5tV0Z8BqDyD,single,Bliss / Rolla,2022-11-24,,,382908,15,0.00678,0.802,0.945,0.818,8,0.0873,-6.836,1,0.0522,125.99,4,0.494,https://open.spotify.com/track/0XOGMHeNwgu5tV0Z8BqDyD,spotify:track:0XOGMHeNwgu5tV0Z8BqDyD
Flight Of Ideas,49a1Nfbba8aTH5b1Hzl3Ii,single,Flight Of Ideas,2022-07-01,,,397003,39,0.121,0.258,0.664,0.848,5,0.123,-12.127,0,0.0414,72.452,5,0.403,https://open.spotify.com/track/49a1Nfbba8aTH5b1Hzl3Ii,spotify:track:49a1Nfbba8aTH5b1Hzl3Ii
Everytime,0BAQjCC9gfqOebxpmonHKz,album,RIPPLS,2020-03-06,,,170884,55,0.0485,0.751,0.377,0.000468,5,0.291,-9.8,1,0.0538,112.478,3,0.14,https://open.spotify.com/track/0BAQjCC9gfqOebxpmonHKz,spotify:track:0BAQjCC9gfqOebxpmonHKz
Come Together,4pd8nt4rexiPsqLzo3daFv,single,Come Together (feat. Tyson Kelly),2019-05-24,,,238959,59,0.00279,0.671,0.868,0.273,1,0.148,1.221,1,0.0874,173.037,4,0.463,https://open.spotify.com/track/4pd8nt4rexiPsqLzo3daFv,spotify:track:4pd8nt4rexiPsqLzo3daFv
Stay Inside (feat. Liv.e) - Sandy Rivera Extended Remix,5IbjdWmbIWVqiZpAlk0UP6,single,Stay Inside (feat. Liv.e) [Remixes],2021-06-11,,,316437,31,0.000445,0.804,0.756,0.368,7,0.0346,-8.197,1,0.0449,124.984,4,0.891,https://open.spotify.com/track/5IbjdWmbIWVqiZpAlk0UP6,spotify:track:5IbjdWmbIWVqiZpAlk0UP6
For Granted,6YmhApkbGfwiXlQ5tdyJbL,album,With A Hammer,2023-04-07,,,161946,53,0.119,0.722,0.613,0.083,0,0.112,-8.394,1,0.0411,92.495,4,0.398,https://open.spotify.com/track/6YmhApkbGfwiXlQ5tdyJbL,spotify:track:6YmhApkbGfwiXlQ5tdyJbL
Love - Radio Edit,20E9dy0EgyhQLZL5JerHmb,single,Love (Radio Edit),2023-06-02,,,242880,3,0.484,0.663,0.818,0.676,5,0.0899,-8.232,0,0.0485,125.027,4,0.148,https://open.spotify.com/track/20E9dy0EgyhQLZL5JerHmb,spotify:track:20E9dy0EgyhQLZL5JerHmb
Faceshopping,0y4YmA9UGpQnWdIFbWBHu0,album,OIL OF EVERY PEARL'S UN-INSIDES,2018-06-15,,,236937,49,0.0528,0.636,0.441,0.00152,1,0.0684,-7.273,1,0.247,114.045,4,0.304,https://open.spotify.com/track/0y4YmA9UGpQnWdIFbWBHu0,spotify:track:0y4YmA9UGpQnWdIFbWBHu0
1996,7AtCeRGJGoUHG6UDHr09Pi,album,The Wombats Proudly Present... This Modern Glitch,2011-04-25,,,260400,32,0.000214,0.493,0.913,0,8,0.77,-5.093,0,0.0315,106.156,4,0.606,https://open.spotify.com/track/7AtCeRGJGoUHG6UDHr09Pi,spotify:track:7AtCeRGJGoUHG6UDHr09Pi
I Wish I Knew How It Would Feel to Be Free,5CKHhg31HcYYhwUeeGqvhq,album,Silk & Soul (Expanded Edition),1967,,,188613,67,0.745,0.687,0.51,0,10,0.117,-8.501,1,0.076,122.253,4,0.666,https://open.spotify.com/track/5CKHhg31HcYYhwUeeGqvhq,spotify:track:5CKHhg31HcYYhwUeeGqvhq
Boy's a liar Pt. 2 (Biden & Obama's Version),1TQcVhaApWowU7gy2lENzs,single,Boy's a liar Pt. 2 (Biden & Obama's Version),2023-03-08,,,150000,54,0.256,0.781,0.829,0.0000281,1,0.572,-9.71,1,0.168,132.979,4,0.824,https://open.spotify.com/track/1TQcVhaApWowU7gy2lENzs,spotify:track:1TQcVhaApWowU7gy2lENzs
Nothing You Can Do,6DR6v2joJOH33K6ZPxsvEU,single,Nothing You Can Do,2022-08-19,,,315500,35,0.00254,0.638,0.727,0.0000275,2,0.115,-7.8,1,0.0844,128.01,4,0.464,https://open.spotify.com/track/6DR6v2joJOH33K6ZPxsvEU,spotify:track:6DR6v2joJOH33K6ZPxsvEU
Delilah (Pull Me Out of This),0Ftrkz2waaHcjKb4qYvLmz,single,Delilah (pull me out of this),2022-10-17,,,250702,74,0.138,0.685,0.827,0.00207,10,0.374,-7.745,1,0.224,133.93,4,0.586,https://open.spotify.com/track/0Ftrkz2waaHcjKb4qYvLmz,spotify:track:0Ftrkz2waaHcjKb4qYvLmz
Essa Mina,3s4vo3MRq4u5ogEQYtydfT,single,Essa Mina,2022-05-06,,,370946,43,0.000648,0.757,0.947,0.843,11,0.0528,-6.158,1,0.0417,129.996,4,0.365,https://open.spotify.com/track/3s4vo3MRq4u5ogEQYtydfT,spotify:track:3s4vo3MRq4u5ogEQYtydfT
Serotonin Moonbeams,0hJfuyUwtEYMlGgvr3nzz9,single,Serotonin Moonbeams,2022-11-11,,,289471,72,0.0332,0.817,0.876,0.199,8,0.412,-7.485,0,0.046,131.022,4,0.671,https://open.spotify.com/track/0hJfuyUwtEYMlGgvr3nzz9,spotify:track:0hJfuyUwtEYMlGgvr3nzz9
Get Up Get Out,1Oc6sieJIKnw1Sy93Vp0Lq,single,Get Up Get Out,2018-09-14,,,171710,39,0.00204,0.838,0.873,0.0329,11,0.113,-6.053,1,0.149,126.026,4,0.237,https://open.spotify.com/track/1Oc6sieJIKnw1Sy93Vp0Lq,spotify:track:1Oc6sieJIKnw1Sy93Vp0Lq
Jennifer,3YlUuMG4Guve8SxlxYqJ2W,single,Jennifer,2021-01-29,,,154563,0,0.0762,0.691,0.916,0.0752,10,0.289,-5.647,0,0.192,130.095,4,0.532,https://open.spotify.com/track/3YlUuMG4Guve8SxlxYqJ2W,spotify:track:3YlUuMG4Guve8SxlxYqJ2W
Opr - Original Mix,75X7faT5d6JukVx6K4U40y,compilation,BLN FM - Travelling Gems Vol. 2,2011-11-30,,,233965,0,0.00268,0.748,0.548,0.788,6,0.196,-5.447,0,0.0654,101.033,4,0.193,https://open.spotify.com/track/75X7faT5d6JukVx6K4U40y,spotify:track:75X7faT5d6JukVx6K4U40y
Hungry Child,4oUpMbVekidEUpVWOqWgr7,album,A Bath Full of Ecstasy,2019-06-21,,,365240,38,0.0802,0.669,0.751,0.0628,0,0.343,-8.08,1,0.0424,119.975,4,0.207,https://open.spotify.com/track/4oUpMbVekidEUpVWOqWgr7,spotify:track:4oUpMbVekidEUpVWOqWgr7
Sun Don't Shine,6n0OQD5aGspHuwFPJ2ePGC,album,Netzwerk (Deluxe),2014-07-28,,,237694,58,0.191,0.456,0.563,0.00109,5,0.0978,-8.627,0,0.0644,119.94,4,0.213,https://open.spotify.com/track/6n0OQD5aGspHuwFPJ2ePGC,spotify:track:6n0OQD5aGspHuwFPJ2ePGC
Starry Night - Original Mix,5xwzmfxNAxZwMjznQ0eVXL,single,Starry Night,2019-03-22,,,398598,67,0.00446,0.792,0.818,0.724,8,0.0652,-8.563,0,0.0363,123.007,4,0.898,https://open.spotify.com/track/5xwzmfxNAxZwMjznQ0eVXL,spotify:track:5xwzmfxNAxZwMjznQ0eVXL
Inspector Norse,2pucDx5Wyz9uHCou4wntHa,single,It's the Arps,2012-01-09,,,400751,0,0.074,0.912,0.781,0.762,7,0.348,-7.018,0,0.0444,119.978,4,0.89,https://open.spotify.com/track/2pucDx5Wyz9uHCou4wntHa,spotify:track:2pucDx5Wyz9uHCou4wntHa
Show Me Love,4t0UsYzmmmZRMTWn77jiGF,album,Show Me Love,1993-06-15,,,252106,74,0.014,0.811,0.833,0.0000206,5,0.0769,-4.259,1,0.153,120.258,4,0.567,https://open.spotify.com/track/4t0UsYzmmmZRMTWn77jiGF,spotify:track:4t0UsYzmmmZRMTWn77jiGF
Makin' Happy - Hurley’s Happy House Mix,2FA5doCHHtBHzxVXO9NgVg,compilation,20th Century Masters: The Millennium Collection: Best Of Crystal Waters,2001-01-01,,,381240,0,0.016,0.809,0.784,0.0117,1,0.307,-8.422,0,0.0381,120.001,4,0.955,https://open.spotify.com/track/2FA5doCHHtBHzxVXO9NgVg,spotify:track:2FA5doCHHtBHzxVXO9NgVg
Magnets - A-Trak Remix,5ybydtBlJJL82AprlvN7Lg,single,Magnets (The Remixes),2015-11-16,,,260442,0,0.0578,0.618,0.82,0.000171,10,0.131,-5.7,0,0.0871,125.019,4,0.56,https://open.spotify.com/track/5ybydtBlJJL82AprlvN7Lg,spotify:track:5ybydtBlJJL82AprlvN7Lg
Discipline,2KXBudx02amF6yzAyVHjWt,single,Discipline (Remixes),2015-07-31,,,292973,24,0.0146,0.674,0.736,0.00177,10,0.125,-5.678,0,0.0964,129.083,4,0.301,https://open.spotify.com/track/2KXBudx02amF6yzAyVHjWt,spotify:track:2KXBudx02amF6yzAyVHjWt
Snowship - Thomas Jack Remix,0vVmM9sKuHQ9lDXDRo6Km4,single,Snowship (Thomas Jack Remix),2015-11-06,,,336000,0,0.0472,0.847,0.587,0.00418,5,0.175,-8.074,1,0.0581,105.026,4,0.493,https://open.spotify.com/track/0vVmM9sKuHQ9lDXDRo6Km4,spotify:track:0vVmM9sKuHQ9lDXDRo6Km4
Be Right There - Boombox Cartel Remix,02hnKrZkgKZkclzMrPwPRw,single,Be Right There (Remixes),2015-12-04,,,210993,44,0.0865,0.419,0.902,0.000989,7,0.34,-2.082,1,0.161,145.009,4,0.469,https://open.spotify.com/track/02hnKrZkgKZkclzMrPwPRw,spotify:track:02hnKrZkgKZkclzMrPwPRw
Too Original,0Veo13Yqvdzd5zw83Lsdcr,single,Too Original,2015-05-11,,,207395,0,0.0458,0.685,0.944,0.00000939,0,0.822,-3.038,1,0.166,128.014,4,0.532,https://open.spotify.com/track/0Veo13Yqvdzd5zw83Lsdcr,spotify:track:0Veo13Yqvdzd5zw83Lsdcr
Sway - Chainsmokers Remix,08qjPXZBdEyif5PxU2AY9S,single,Sway (Chainsmokers Remix),2014-10-07,,,180571,54,0.0555,0.673,0.795,0.0111,2,0.117,-6.21,1,0.0309,105.025,4,0.437,https://open.spotify.com/track/08qjPXZBdEyif5PxU2AY9S,spotify:track:08qjPXZBdEyif5PxU2AY9S
Bad Moon Rising,20OFwXhEXf12DzwXmaV7fj,album,Green River (Expanded Edition),1969-08-03,,,141600,85,0.0586,0.508,0.774,0.00000487,2,0.063,-5.973,1,0.0321,178.946,4,0.942,https://open.spotify.com/track/20OFwXhEXf12DzwXmaV7fj,spotify:track:20OFwXhEXf12DzwXmaV7fj
"Yes, No, Maybe",1OCyvBDbH188HXsv59Cy8I,album,High Life,2018-05-28,,,332424,50,0.0286,0.817,0.807,0.584,5,0.123,-8.778,0,0.0851,110.006,4,0.526,https://open.spotify.com/track/1OCyvBDbH188HXsv59Cy8I,spotify:track:1OCyvBDbH188HXsv59Cy8I
Blue Dream - Koresma Remix,3ziORs5rru6nXsMVj2qrVS,album,Mountain of Memory (Remixes),2020-10-09,,,187431,49,0.185,0.677,0.683,0.906,8,0.105,-7.39,1,0.0355,114.997,4,0.125,https://open.spotify.com/track/3ziORs5rru6nXsMVj2qrVS,spotify:track:3ziORs5rru6nXsMVj2qrVS
World Away,0oUstUM0x9p0LHKWbC0Rys,single,World Away,2015-10-16,,,204012,52,0.0416,0.525,0.705,0.0141,11,0.207,-6.336,0,0.0452,99.956,4,0.0461,https://open.spotify.com/track/0oUstUM0x9p0LHKWbC0Rys,spotify:track:0oUstUM0x9p0LHKWbC0Rys
Disco Yes,2fvdQ1Uq04qE4RLN5zKBXS,album,Geography,2018-04-06,,,280878,66,0.42,0.926,0.549,0.0399,9,0.298,-6.63,0,0.0935,123.044,4,0.666,https://open.spotify.com/track/2fvdQ1Uq04qE4RLN5zKBXS,spotify:track:2fvdQ1Uq04qE4RLN5zKBXS
Talkin’ Bout It,1k6gdkJwqFVhx2ugOo6XKy,compilation,TheSoundYouNeed Summer 2016,2016-07-29,,,240320,33,0.0505,0.776,0.781,0.127,10,0.0982,-8.307,0,0.0728,124.028,4,0.472,https://open.spotify.com/track/1k6gdkJwqFVhx2ugOo6XKy,spotify:track:1k6gdkJwqFVhx2ugOo6XKy
Terracotta,7Lvvp399wViIMJqpsp7u84,single,Terracotta,2014-05-06,,,201293,33,0.212,0.63,0.837,0.0588,9,0.0751,-5.327,0,0.129,120.005,4,0.323,https://open.spotify.com/track/7Lvvp399wViIMJqpsp7u84,spotify:track:7Lvvp399wViIMJqpsp7u84
Bb (Four Missed Texts),4pbBXH8fnBgQMkfDZeF0ek,single,Bb (Four Missed Texts),2016-08-19,,,244506,14,0.0558,0.833,0.77,0.0359,4,0.214,-6.54,1,0.0495,112.014,4,0.485,https://open.spotify.com/track/4pbBXH8fnBgQMkfDZeF0ek,spotify:track:4pbBXH8fnBgQMkfDZeF0ek
Pirene's Fountain,3q6ql0KuUMPBolEfd8LhbE,single,Pirene's Fountain,2018-09-03,,,284601,13,0.218,0.895,0.404,0.316,1,0.0974,-10.241,0,0.108,112.993,4,0.176,https://open.spotify.com/track/3q6ql0KuUMPBolEfd8LhbE,spotify:track:3q6ql0KuUMPBolEfd8LhbE
Beam,3UFh4oiI9cr4jkOZ9tYR5P,album,Gouldian Finch 3,2019-04-05,,,260952,14,0.665,0.644,0.864,0.754,2,0.109,-4.488,0,0.0722,125.935,4,0.188,https://open.spotify.com/track/3UFh4oiI9cr4jkOZ9tYR5P,spotify:track:3UFh4oiI9cr4jkOZ9tYR5P
