track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
That Green Gentleman (Things Have Changed),2d1D1E8M48hHE99u6BO8RN,album,Pretty. Odd.,2008-03-21,,,195013,52,0.103,0.536,0.796,0,10,0.177,-6.32,1,0.0333,95.98,4,0.397,https://open.spotify.com/track/2d1D1E8M48hHE99u6BO8RN,spotify:track:2d1D1E8M48hHE99u6BO8RN
Folkin' Around,7bNQvH1gTydxfIetHX3WGC,album,Pretty. Odd.,2008-03-21,,,115466,44,0.182,0.569,0.721,0,7,0.104,-6.623,1,0.0453,108.198,4,0.751,https://open.spotify.com/track/7bNQvH1gTydxfIetHX3WGC,spotify:track:7bNQvH1gTydxfIetHX3WGC
Why Does My Heart Feel So Bad?,3MZQF2Qv9ehvgT3Uxm61jo,album,Play & Play: B Sides,2008-06-02,,,264826,0,0.00107,0.598,0.624,0.0795,7,0.0826,-6.923,1,0.0332,98.004,4,0.0451,https://open.spotify.com/track/3MZQF2Qv9ehvgT3Uxm61jo,spotify:track:3MZQF2Qv9ehvgT3Uxm61jo
Porcelain,2UKYMN7VnsQo40n0qCt6Sa,album,Play & Play: B Sides,2008-06-02,,,241173,1,0.0014,0.297,0.637,0.18,0,0.247,-7.926,0,0.0336,94.73,4,0.332,https://open.spotify.com/track/2UKYMN7VnsQo40n0qCt6Sa,spotify:track:2UKYMN7VnsQo40n0qCt6Sa
Helena Beat,4VbDJMkAX3dWNBdn3KH6Wx,album,Torches,2011-05-23,,,276173,67,0.0127,0.67,0.876,0.00302,5,0.109,-4.905,0,0.0536,126.968,4,0.736,https://open.spotify.com/track/4VbDJMkAX3dWNBdn3KH6Wx,spotify:track:4VbDJMkAX3dWNBdn3KH6Wx
Vanilla Twilight,0vCTQcxSGAgjHaiAsIANKn,album,Ocean Eyes (Deluxe Version),2009-01-01,,,231706,64,0.00961,0.582,0.529,0.000554,11,0.113,-7.637,1,0.0248,166.134,4,0.567,https://open.spotify.com/track/0vCTQcxSGAgjHaiAsIANKn,spotify:track:0vCTQcxSGAgjHaiAsIANKn
Under Pressure - Remastered 2011,2aSFLiDPreOVP6KHiWk4lF,compilation,Greatest Hits II,1991-10-28,,,236520,59,0.524,0.663,0.712,0,2,0.0804,-7.268,1,0.0479,113.439,4,0.527,https://open.spotify.com/track/2aSFLiDPreOVP6KHiWk4lF,spotify:track:2aSFLiDPreOVP6KHiWk4lF
How Bizarre,0wJyFu6JHwUoKQN5X3uzVe,album,How Bizarre,1996-01-01,,,224200,64,0.269,0.783,0.676,0,0,0.5,-7.737,1,0.0469,124.922,4,0.824,https://open.spotify.com/track/0wJyFu6JHwUoKQN5X3uzVe,spotify:track:0wJyFu6JHwUoKQN5X3uzVe
Mind Your Manners (feat. Icona Pop),1hPajXXDa8dfTFABNZe2Ri,album,Breakfast,2010-09-13,,,196653,51,0.00399,0.696,0.853,0,2,0.0843,-4.122,1,0.237,92.976,4,0.685,https://open.spotify.com/track/1hPajXXDa8dfTFABNZe2Ri,spotify:track:1hPajXXDa8dfTFABNZe2Ri
She's Always a Woman,5RgFlk1fcClZd0Y4SGYhqH,album,The Stranger (Legacy Edition),1977,,,201373,77,0.797,0.292,0.324,0.000473,3,0.12,-11.996,1,0.0346,176.631,3,0.384,https://open.spotify.com/track/5RgFlk1fcClZd0Y4SGYhqH,spotify:track:5RgFlk1fcClZd0Y4SGYhqH
Intergalactic - Remastered 2009,5fpizYGbi5IQoEraj6FP0R,album,Hello Nasty (Deluxe Edition/Remastered),1998-07-14,,,231493,74,0.022,0.734,0.864,0.00000985,2,0.246,-6.119,1,0.303,105.932,4,0.47,https://open.spotify.com/track/5fpizYGbi5IQoEraj6FP0R,spotify:track:5fpizYGbi5IQoEraj6FP0R
Gold Lion,6ttg1sxtU12beFZkjoc6j5,album,Show Your Bones,2006-01-01,,,187133,58,0.0204,0.521,0.848,0.0000121,9,0.081,-3.396,1,0.065,158.739,4,0.297,https://open.spotify.com/track/6ttg1sxtU12beFZkjoc6j5,spotify:track:6ttg1sxtU12beFZkjoc6j5
Maps,4EwNG7uCvLEm5a6KgerCHf,album,Fever To Tell (Explicit Version),2003-04-29,,,219760,0,0.0013,0.532,0.925,0.306,7,0.508,-5.964,1,0.074,119.776,4,0.171,https://open.spotify.com/track/4EwNG7uCvLEm5a6KgerCHf,spotify:track:4EwNG7uCvLEm5a6KgerCHf
Daft Punk Is Playing at My House,33oSNr28y1sJdVPCxAuQUj,single,Daft Punk Is Playing at My House,2005-02-28,,,314556,27,0.0222,0.92,0.914,0.0000762,7,0.114,-4.555,1,0.0444,135.923,4,0.974,https://open.spotify.com/track/33oSNr28y1sJdVPCxAuQUj,spotify:track:33oSNr28y1sJdVPCxAuQUj
Krafty,1Ppy5fFfGN2bZO9wbVqANl,album,Waiting for the Sirens' Call,2005-03-28,,,273346,15,0.00851,0.614,0.808,0.491,2,0.053,-4.922,1,0.0348,140.012,4,0.662,https://open.spotify.com/track/1Ppy5fFfGN2bZO9wbVqANl,spotify:track:1Ppy5fFfGN2bZO9wbVqANl
Lazy Eye,7emyMM3g0FzmnD63w3TNoE,album,Carnavas,2006,,,354360,0,0.0438,0.629,0.809,0.714,4,0.115,-4.886,1,0.0466,127.401,4,0.333,https://open.spotify.com/track/7emyMM3g0FzmnD63w3TNoE,spotify:track:7emyMM3g0FzmnD63w3TNoE
First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,album,"I'm Wide Awake, It's Morning",2005-01-25,,,188800,0,0.915,0.602,0.201,0.0000828,4,0.0952,-17.024,1,0.0363,95.345,4,0.385,https://open.spotify.com/track/5OiaAaIMYlCZONyDBxqk4G,spotify:track:5OiaAaIMYlCZONyDBxqk4G
Red Light,6KXuDNOwiNR0q7KLGXs3Bo,album,First Impressions Of Earth,2006-01-03,,,191693,56,0.000167,0.534,0.837,0.649,11,0.189,-3.938,1,0.0407,103.533,3,0.903,https://open.spotify.com/track/6KXuDNOwiNR0q7KLGXs3Bo,spotify:track:6KXuDNOwiNR0q7KLGXs3Bo
Last Nite,3SUusuA9jH1v6PVwtYMbdv,album,Is This It,2001-07-30,,,193373,71,0.0221,0.624,0.899,0.000137,0,0.0975,-5.709,1,0.0296,104.061,4,0.79,https://open.spotify.com/track/3SUusuA9jH1v6PVwtYMbdv,spotify:track:3SUusuA9jH1v6PVwtYMbdv
Someday,7hm4HTk9encxT0LYC0J6oI,album,Is This It,2001-07-30,,,183440,71,0.00425,0.539,0.521,0,9,0.367,-7.46,1,0.0299,106.035,4,0.679,https://open.spotify.com/track/7hm4HTk9encxT0LYC0J6oI,spotify:track:7hm4HTk9encxT0LYC0J6oI
Reptilia,57Xjny5yNzAcsxnusKmAfA,album,Room On Fire,2003-10-28,,,219826,80,0.000603,0.489,0.649,0.713,9,0.101,-5.11,1,0.0336,158.009,4,0.77,https://open.spotify.com/track/57Xjny5yNzAcsxnusKmAfA,spotify:track:57Xjny5yNzAcsxnusKmAfA
Under Control,3kKb3U3a8jmUJQB9ypE1Jl,album,Room On Fire,2003-10-28,,,187306,61,0.354,0.406,0.72,0.795,1,0.0541,-4.647,1,0.0291,91.336,4,0.641,https://open.spotify.com/track/3kKb3U3a8jmUJQB9ypE1Jl,spotify:track:3kKb3U3a8jmUJQB9ypE1Jl
The Wave,1si9wrLogkenNU1c1EyIUo,album,Happy To You,2012-01-01,,,223493,40,0.0596,0.67,0.885,0.0915,1,0.056,-5.076,0,0.0453,122.021,4,0.665,https://open.spotify.com/track/1si9wrLogkenNU1c1EyIUo,spotify:track:1si9wrLogkenNU1c1EyIUo
Animal,6vSq5q5DCs1IvwKIq53hj2,album,Miike Snow,2009-01-01,,,263426,63,0.0126,0.774,0.721,0.00000649,6,0.0952,-6.662,0,0.0773,118.048,4,0.654,https://open.spotify.com/track/6vSq5q5DCs1IvwKIq53hj2,spotify:track:6vSq5q5DCs1IvwKIq53hj2
Our Swords,1FCTrE8WCpKxOOspZ8nmdn,album,Everything All The Time,2006-03-21,,,146266,0,0.0642,0.646,0.821,0.0998,8,0.105,-8.468,0,0.0354,107.083,4,0.353,https://open.spotify.com/track/1FCTrE8WCpKxOOspZ8nmdn,spotify:track:1FCTrE8WCpKxOOspZ8nmdn
The Funeral,4o0NjemqhmsYLIMwlcosvW,album,Everything All The Time,2006-03-21,,,321146,0,0.0142,0.316,0.769,0,0,0.0928,-5.283,0,0.0422,122.507,4,0.127,https://open.spotify.com/track/4o0NjemqhmsYLIMwlcosvW,spotify:track:4o0NjemqhmsYLIMwlcosvW
And When I Die,4UzjD2s4EHAlo5sbd74TA2,album,"Peter, Paul and Mary Album",1966-01-01,,,156640,31,0.539,0.597,0.365,0,0,0.289,-10.329,1,0.0343,106.998,4,0.576,https://open.spotify.com/track/4UzjD2s4EHAlo5sbd74TA2,spotify:track:4UzjD2s4EHAlo5sbd74TA2
Walking On A Dream,0mBkoM8r7KAQzZij5swTUL,album,Walking On A Dream,2009-02-23,,,198440,62,0.245,0.87,0.699,0.00000676,5,0.0588,-5.541,0,0.0459,126.967,4,0.726,https://open.spotify.com/track/0mBkoM8r7KAQzZij5swTUL,spotify:track:0mBkoM8r7KAQzZij5swTUL
We Are The People,1JqTcOjOn7gEpeC0JcRVPa,single,We Are The People,2009-01-01,,,272174,48,0.0842,0.671,0.784,0.0121,4,0.231,-5.514,0,0.0303,122.995,4,0.543,https://open.spotify.com/track/1JqTcOjOn7gEpeC0JcRVPa,spotify:track:1JqTcOjOn7gEpeC0JcRVPa
Glad I Met You,4NUqJOJAVtj2p7ovINJZn9,compilation,The Synchronicity Suite,2008-06-10,,,201777,0,0.0965,0.742,0.714,0.00127,8,0.248,-7.476,1,0.0348,100.253,4,0.559,https://open.spotify.com/track/4NUqJOJAVtj2p7ovINJZn9,spotify:track:4NUqJOJAVtj2p7ovINJZn9
New Slang,5oUV6yWdDM0R9Q2CizRhIt,album,"Oh, Inverted World",2001-06-19,,,231173,0,0.605,0.669,0.389,0.16,0,0.0905,-11.547,1,0.0306,130.015,4,0.649,https://open.spotify.com/track/5oUV6yWdDM0R9Q2CizRhIt,spotify:track:5oUV6yWdDM0R9Q2CizRhIt
Peace Train,0lwafb9HOIaXQVqbRkbEqs,compilation,The Very Best Of Cat Stevens,2000-01-01,,,251000,53,0.107,0.613,0.589,0.0000355,0,0.114,-10.388,1,0.0458,82.376,4,0.757,https://open.spotify.com/track/0lwafb9HOIaXQVqbRkbEqs,spotify:track:0lwafb9HOIaXQVqbRkbEqs
Do No Harm,2eHUXkQe0x8uYQbSGeOe2w,album,before & after,2010-01-01,,,274960,10,0.897,0.523,0.171,0,7,0.109,-13.276,1,0.0338,148.758,4,0.32,https://open.spotify.com/track/2eHUXkQe0x8uYQbSGeOe2w,spotify:track:2eHUXkQe0x8uYQbSGeOe2w
Sleepin In,0LEsGGRUrZZhLPFoxeioHr,album,Give Up,2003-02-19,,,261253,0,0.234,0.715,0.635,0.000542,0,0.157,-6.345,1,0.0384,128.997,4,0.679,https://open.spotify.com/track/0LEsGGRUrZZhLPFoxeioHr,spotify:track:0LEsGGRUrZZhLPFoxeioHr
Daylight,2I43coEbzFSTMGO3kCjLMB,album,Grand,2009,,,171333,0,0.0851,0.583,0.79,0.000387,9,0.11,-4.885,1,0.0319,103.286,4,0.714,https://open.spotify.com/track/2I43coEbzFSTMGO3kCjLMB,spotify:track:2I43coEbzFSTMGO3kCjLMB
Sweet Disposition,5nWbbQ0sIEabqPxAdqmh66,compilation,(500) Days of Summer (Music from the Motion Picture),2009-07-10,,,234680,0,0.078,0.54,0.804,0.171,2,0.115,-7.112,1,0.0425,129.088,4,0.347,https://open.spotify.com/track/5nWbbQ0sIEabqPxAdqmh66,spotify:track:5nWbbQ0sIEabqPxAdqmh66
Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,album,Oracular Spectacular,2007-12-14,,,261000,76,0.0000874,0.438,0.94,0.0777,2,0.3,-3.249,1,0.0452,100.99,3,0.421,https://open.spotify.com/track/4iG2gAwKXsOcijVaVXzRPW,spotify:track:4iG2gAwKXsOcijVaVXzRPW
Kids,1jJci4qxiYcOHhQR247rEU,album,Oracular Spectacular,2007-12-14,,,302840,81,0.00076,0.451,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.172,https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU,spotify:track:1jJci4qxiYcOHhQR247rEU
Citizens Of Tomorrow,1230lnb6kT82FJnPOqdPhq,album,A Lesson In Crime,2006-10-10,,,164426,33,0.03,0.359,0.823,0.0297,0,0.248,-5.431,1,0.0509,142.105,4,0.0837,https://open.spotify.com/track/1230lnb6kT82FJnPOqdPhq,spotify:track:1230lnb6kT82FJnPOqdPhq
Sleepyhead,3ZUMC5OazTA8QtLpdlPdz9,single,Chunk of Change,2008-09-16,,,175080,46,0.425,0.575,0.971,0.0000034,8,0.105,-3.261,1,0.11,106.052,4,0.764,https://open.spotify.com/track/3ZUMC5OazTA8QtLpdlPdz9,spotify:track:3ZUMC5OazTA8QtLpdlPdz9
