track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
California Heaven - Medasin Remix,4pmIxqif2qs76OMgnzxJty,single,California Heaven (Medasin Remix),2016-12-09,,,216762,0,0.593,0.725,0.697,0.000124,11,0.32,-7.34,1,0.492,155.043,4,0.443,https://open.spotify.com/track/4pmIxqif2qs76OMgnzxJty,spotify:track:4pmIxqif2qs76OMgnzxJty
iigo,4Z3vilZI6rdR33TBpTiGO1,single,"Joy, Ease, Lightness",2016-12-09,,,272509,0,0.222,0.872,0.729,0.838,6,0.0684,-10.004,1,0.143,120.662,4,0.887,https://open.spotify.com/track/4Z3vilZI6rdR33TBpTiGO1,spotify:track:4Z3vilZI6rdR33TBpTiGO1
Astral Palace,3Qc4T3N0f3rbRl5h0RJr7b,single,Astral Palace,2017-11-10,,,264000,13,0.434,0.565,0.575,0.0924,5,0.11,-7.678,1,0.0446,130.038,4,0.158,https://open.spotify.com/track/3Qc4T3N0f3rbRl5h0RJr7b,spotify:track:3Qc4T3N0f3rbRl5h0RJr7b
Tired Boy,4SkTfsjWUy2rp40d2Ayfmv,album,Tired Boy,2017-02-22,,,255049,4,0.616,0.661,0.391,0.856,4,0.0878,-4.24,1,0.0413,82.819,4,0.256,https://open.spotify.com/track/4SkTfsjWUy2rp40d2Ayfmv,spotify:track:4SkTfsjWUy2rp40d2Ayfmv
Vanille fraise,7nZ9CzhiFRPhOQCn7eDSnn,single,Vanille fraise,2015,,,238183,66,0.0399,0.767,0.547,0.485,7,0.0949,-11.458,0,0.0474,103.03,4,0.66,https://open.spotify.com/track/7nZ9CzhiFRPhOQCn7eDSnn,spotify:track:7nZ9CzhiFRPhOQCn7eDSnn
Sheer-Khan,4FfJoTKsm5bPFh4rck7gHO,album,Animal,2016-06-10,,,224702,19,0.0931,0.584,0.587,0.00621,8,0.0673,-7.151,0,0.218,161.097,4,0.194,https://open.spotify.com/track/4FfJoTKsm5bPFh4rck7gHO,spotify:track:4FfJoTKsm5bPFh4rck7gHO
Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,2NAZcL9tLUkdMMb5v3xFVG,single,Blasé (feat. Future & Rae Sremmurd) [Remixes],2015-11-13,,,228750,62,0.505,0.615,0.523,0.00000429,7,0.11,-4.246,0,0.267,127.932,4,0.693,https://open.spotify.com/track/2NAZcL9tLUkdMMb5v3xFVG,spotify:track:2NAZcL9tLUkdMMb5v3xFVG
Opening (Fakear Rework),2QvArQmZv5S6bFwxU9kaEj,album,Opening (Deluxe),2015-11-27,,,263453,0,0.092,0.682,0.672,0.957,1,0.0959,-8.225,1,0.0491,97.045,4,0.185,https://open.spotify.com/track/2QvArQmZv5S6bFwxU9kaEj,spotify:track:2QvArQmZv5S6bFwxU9kaEj
Hostage,78LAdB9TstKFHTSvenM92O,single,Hostage,2015-11-13,,,195918,0,0.334,0.769,0.399,0.0000133,0,0.175,-7.795,1,0.0431,139.977,4,0.473,https://open.spotify.com/track/78LAdB9TstKFHTSvenM92O,spotify:track:78LAdB9TstKFHTSvenM92O
World Away,5ImhD7dhkGVPa0oLiy6R5W,single,World Away,2015-10-16,,,204012,0,0.041,0.525,0.705,0.0152,11,0.208,-6.327,0,0.0453,99.949,4,0.048,https://open.spotify.com/track/5ImhD7dhkGVPa0oLiy6R5W,spotify:track:5ImhD7dhkGVPa0oLiy6R5W
Slack,1wJCpDiJeQccXuNguS8umH,album,Epoch,2016-09-30,,,251712,0,0.00489,0.611,0.841,0.817,2,0.107,-7.641,1,0.0367,134.034,1,0.286,https://open.spotify.com/track/1wJCpDiJeQccXuNguS8umH,spotify:track:1wJCpDiJeQccXuNguS8umH
Sushi & Wine,49xNQViVNGTnpNjTYSrw4V,album,Vacant Sea,2015-02-27,,,189535,37,0.0304,0.658,0.796,0.656,5,0.305,-4.581,1,0.196,103.273,4,0.486,https://open.spotify.com/track/49xNQViVNGTnpNjTYSrw4V,spotify:track:49xNQViVNGTnpNjTYSrw4V
bb (four missed texts),6tJYNFYQ22BoMXdrZqbQ9d,single,bb (four missed texts),2016-08-19,,,244506,0,0.0558,0.833,0.77,0.0359,4,0.214,-6.54,1,0.0495,112.014,4,0.485,https://open.spotify.com/track/6tJYNFYQ22BoMXdrZqbQ9d,spotify:track:6tJYNFYQ22BoMXdrZqbQ9d
Sweet Chin Music (The Fisher King's Anthem),3ssWhxlMN1etlnlkAJF3fe,album,things that happen at day // things that happen at night,2013-04-02,,,208192,28,0.865,0.674,0.407,0.00000523,2,0.123,-11.296,1,0.447,166.231,4,0.255,https://open.spotify.com/track/3ssWhxlMN1etlnlkAJF3fe,spotify:track:3ssWhxlMN1etlnlkAJF3fe
Always Shine,4wQFB68968Q08qP3iy5DMW,album,Black Radio,2012-02-24,,,322346,35,0.225,0.458,0.714,0.000133,10,0.241,-9.499,0,0.31,90.128,4,0.0684,https://open.spotify.com/track/4wQFB68968Q08qP3iy5DMW,spotify:track:4wQFB68968Q08qP3iy5DMW
Gold,6WhzFzROw3aq3rPWjgYlxr,single,Gold,2015-10-26,,,225882,57,0.615,0.6,0.412,0.0025,8,0.134,-9.343,1,0.344,113.049,5,0.408,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,spotify:track:6WhzFzROw3aq3rPWjgYlxr
Backstroke,6OgCP4gmyrfsfXnlnr9rR9,album,Baby Teeth,2018-08-17,,,318960,0,0.566,0.688,0.791,0.04,2,0.287,-5.844,0,0.0337,124.97,4,0.419,https://open.spotify.com/track/6OgCP4gmyrfsfXnlnr9rR9,spotify:track:6OgCP4gmyrfsfXnlnr9rR9
Orbit - Hazey Eyes Remix,09vHqnQoS9UY0MGNL1v7ES,single,Orbit (Hazey Eyes Remix),2016-04-27,,,175250,0,0.495,0.802,0.515,0.000782,7,0.0654,-11.03,1,0.448,110.026,4,0.311,https://open.spotify.com/track/09vHqnQoS9UY0MGNL1v7ES,spotify:track:09vHqnQoS9UY0MGNL1v7ES
Your Favorite Place,0ONn7t8x49V3tOR5ZcIrpf,compilation,Chillhop Essentials Winter 2017,2017-12-11,,,221536,0,0.357,0.605,0.542,0.851,9,0.0591,-13.094,0,0.0511,78.031,4,0.52,https://open.spotify.com/track/0ONn7t8x49V3tOR5ZcIrpf,spotify:track:0ONn7t8x49V3tOR5ZcIrpf
Fog & Fear,0OmHGXpwyKYBGGlFyOcbB6,album,Gamma Ray,2018-07-20,,,248534,0,0.676,0.362,0.295,0.00000953,1,0.565,-14.074,1,0.0504,145.135,4,0.171,https://open.spotify.com/track/0OmHGXpwyKYBGGlFyOcbB6,spotify:track:0OmHGXpwyKYBGGlFyOcbB6
Home,42NB7w0tDCag0mQpCtZe7Y,album,Irene,2018-08-10,,,194546,52,0.839,0.66,0.45,0.714,4,0.374,-11.011,1,0.0451,145.011,4,0.242,https://open.spotify.com/track/42NB7w0tDCag0mQpCtZe7Y,spotify:track:42NB7w0tDCag0mQpCtZe7Y
NUMB,4bJzIbze97tZwCxxMw4hx9,single,NUMB,2017-10-06,,,217296,0,0.189,0.614,0.559,0,10,0.0911,-7.081,0,0.0427,147.937,4,0.388,https://open.spotify.com/track/4bJzIbze97tZwCxxMw4hx9,spotify:track:4bJzIbze97tZwCxxMw4hx9
Talk,0rTV5WefWd1J3OwIheTzxM,single,Talk,2019-02-07,,,197487,70,0.0501,0.9,0.4,0,0,0.0876,-8.443,1,0.124,136.001,4,0.338,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,spotify:track:0rTV5WefWd1J3OwIheTzxM
2009,6dFn6my1sHK2bcf23GlHwM,album,Swimming,2018-08-03,,,347986,71,0.77,0.533,0.496,0.000164,6,0.0969,-9.363,0,0.517,155.158,4,0.173,https://open.spotify.com/track/6dFn6my1sHK2bcf23GlHwM,spotify:track:6dFn6my1sHK2bcf23GlHwM
Cucumber Water,724WmnHgjKusSqU40SVAQO,single,Cucumber Water,2018-01-07,,,203859,46,0.132,0.881,0.768,0.000153,1,0.14,-4.873,0,0.304,92.075,4,0.534,https://open.spotify.com/track/724WmnHgjKusSqU40SVAQO,spotify:track:724WmnHgjKusSqU40SVAQO
Sizzurp,6W7yen9m18JCmG9LT69prg,single,Sizzurp,2017-08-03,,,129230,24,0.416,0.64,0.828,0,7,0.315,-4.106,1,0.412,156.163,4,0.84,https://open.spotify.com/track/6W7yen9m18JCmG9LT69prg,spotify:track:6W7yen9m18JCmG9LT69prg
askmeificare,5HRWmSujqHWb0AAgLZn7JB,single,askmeificare,2017-12-27,,,239072,0,0.131,0.759,0.491,0.00211,2,0.132,-8.625,1,0.0447,123.008,4,0.342,https://open.spotify.com/track/5HRWmSujqHWb0AAgLZn7JB,spotify:track:5HRWmSujqHWb0AAgLZn7JB
All Love,5wQ7aBIS38s24Yc8bDD7Zq,single,All Love,2017-05-09,,,246678,0,0.0422,0.647,0.63,0.802,7,0.115,-8.423,1,0.0276,108.002,4,0.105,https://open.spotify.com/track/5wQ7aBIS38s24Yc8bDD7Zq,spotify:track:5wQ7aBIS38s24Yc8bDD7Zq
Alice,6h4yONyGIFXYhrvEX6jVeb,single,Wonderland,2013-06-08,,,164065,50,0.0781,0.678,0.551,0.00941,8,0.122,-11.036,1,0.0348,99.998,4,0.458,https://open.spotify.com/track/6h4yONyGIFXYhrvEX6jVeb,spotify:track:6h4yONyGIFXYhrvEX6jVeb
Wishery,3FcSfxP1kSBldsp1RtGFK1,single,Wishery,2013-11-06,,,209861,38,0.0144,0.658,0.799,0.0241,10,0.0701,-5.273,1,0.176,179.915,4,0.488,https://open.spotify.com/track/3FcSfxP1kSBldsp1RtGFK1,spotify:track:3FcSfxP1kSBldsp1RtGFK1
