track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
Love Tonight (Vintage Culture & Kiko Franco Remix Edit),53ICqRSyTfhrrvNwVSP6am,single,Love Tonight (Vintage Culture & Kiko Franco Remix),2021-03-26,,,208536,62,0.00019,0.487,0.708,0.0319,10,0.2,-10.38,0,0.0392,122.917,4,0.0345,https://open.spotify.com/track/53ICqRSyTfhrrvNwVSP6am,spotify:track:53ICqRSyTfhrrvNwVSP6am
Midnight City - Eric Prydz Private Remix,53YYzXe4shE5FF13XBrhGz,single,Midnight City (Eric Prydz Private Remix),2012,,,357241,49,0.00087,0.534,0.849,0.508,11,0.552,-7.415,0,0.0678,125.009,4,0.398,https://open.spotify.com/track/53YYzXe4shE5FF13XBrhGz,spotify:track:53YYzXe4shE5FF13XBrhGz
Love Me Right - Yoruba Soul Mix,53tbahXV0BMTJVRyJfvxbF,single,Love Me Right,2022-02-04,,,555718,15,0.258,0.78,0.675,0.036,4,0.0934,-12.752,0,0.0543,121.004,4,0.684,https://open.spotify.com/track/53tbahXV0BMTJVRyJfvxbF,spotify:track:53tbahXV0BMTJVRyJfvxbF
Meraki,547KqQReVz3vWwjhAsNExG,single,Meraki EP,2020-11-02,,,450000,0,0.00741,0.773,0.698,0.303,7,0.0304,-10.099,1,0.0614,120,4,0.334,https://open.spotify.com/track/547KqQReVz3vWwjhAsNExG,spotify:track:547KqQReVz3vWwjhAsNExG
()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,55meeb1WffJW16DfMnWVi0,single,()vȯ)) ̷̨ʅ(۝ʅ(Ɵʅ():::()̵̳̗̊(Ɵʅ()vȯ)) ̷̨ʅ,2022-08-19,,,271642,50,0.0127,0.852,0.93,0.494,1,0.0573,-7.02,1,0.209,129.028,4,0.236,https://open.spotify.com/track/55meeb1WffJW16DfMnWVi0,spotify:track:55meeb1WffJW16DfMnWVi0
Happinezz - Edit,57ou24UwjNCXY2umuGtoCf,single,Happinezz (Edit),2019-08-16,,,245760,54,0.00468,0.751,0.509,0.76,7,0.128,-12.551,1,0.0449,125.023,4,0.266,https://open.spotify.com/track/57ou24UwjNCXY2umuGtoCf,spotify:track:57ou24UwjNCXY2umuGtoCf
Finder - Carl Cox Remix Edit,58aSEVveLPGAGoyzYNgUHt,single,5 Years of Finder,2018-08-03,,,206492,62,0.000164,0.783,0.957,0.838,11,0.317,-5.993,0,0.0385,126.023,4,0.43,https://open.spotify.com/track/58aSEVveLPGAGoyzYNgUHt,spotify:track:58aSEVveLPGAGoyzYNgUHt
Ventura,5BMObkNxPMoXqAgPCA5FX0,single,Ventura,2019-12-20,,,488361,17,0.0455,0.739,0.98,0.864,6,0.0623,-6.92,0,0.0412,119.006,4,0.225,https://open.spotify.com/track/5BMObkNxPMoXqAgPCA5FX0,spotify:track:5BMObkNxPMoXqAgPCA5FX0
Giant (with Rag'n'Bone Man) - Purple Disco Machine Remix,5BXjoLBmRSivBNCK2jmx8r,single,Giant (with Rag'n'Bone Man) [Remixes],2019-03-08,,,208524,49,0.0374,0.771,0.776,0.0343,9,0.0972,-6.161,1,0.0347,122.007,4,0.687,https://open.spotify.com/track/5BXjoLBmRSivBNCK2jmx8r,spotify:track:5BXjoLBmRSivBNCK2jmx8r
Eleuthera - Catching Flies Remix,5EM9H0b9vbwPAkl7CWlEmS,album,Oasis Sky (Remixes),2022-02-18,,,263926,47,0.316,0.544,0.64,0.893,0,0.121,-12.505,0,0.0325,109.988,4,0.039,https://open.spotify.com/track/5EM9H0b9vbwPAkl7CWlEmS,spotify:track:5EM9H0b9vbwPAkl7CWlEmS
Funk You Want,5EYdPxJlkqe6YCvzWXJhJr,single,Funk You Want,2022-08-05,,,249677,8,0.0387,0.773,0.976,0.0685,6,0.0914,-3.425,0,0.162,124.06,4,0.964,https://open.spotify.com/track/5EYdPxJlkqe6YCvzWXJhJr,spotify:track:5EYdPxJlkqe6YCvzWXJhJr
Thinking About You ft Juliet Fox - Original Mix,5F84K2ltGbHKMYbmujjt8W,single,Thinking About You,2019-04-12,,,402904,47,0.000155,0.825,0.794,0.911,1,0.09,-8.611,1,0.0536,126.006,4,0.27,https://open.spotify.com/track/5F84K2ltGbHKMYbmujjt8W,spotify:track:5F84K2ltGbHKMYbmujjt8W
I Will Survive,5Fi4nPER6YbntbYDW4P3Pz,single,Belters Only,2022-06-10,,,150991,63,0.376,0.637,0.917,0.000106,10,0.165,-4.554,0,0.146,124.03,4,0.558,https://open.spotify.com/track/5Fi4nPER6YbntbYDW4P3Pz,spotify:track:5Fi4nPER6YbntbYDW4P3Pz
I Feel It,5FzuDFYmUFcvjraadJXv28,single,I Feel It,2019-06-21,,,155250,59,0.00411,0.566,0.954,0.0257,6,0.0943,-4.678,1,0.0376,125.967,4,0.887,https://open.spotify.com/track/5FzuDFYmUFcvjraadJXv28,spotify:track:5FzuDFYmUFcvjraadJXv28
Passion Never Dies (feat. Knytro) - Hayden James Remix,5IdNVFtq6q0Nsp6Rj8fVs3,single,Passion Never Dies (feat. Knytro) [Hayden James Remix],2020-08-21,,,206579,33,0.0116,0.637,0.854,0.503,10,0.0793,-8.435,0,0.0458,122.019,4,0.634,https://open.spotify.com/track/5IdNVFtq6q0Nsp6Rj8fVs3,spotify:track:5IdNVFtq6q0Nsp6Rj8fVs3
Music is my Sanity - Extended Mix,5JYlcLllk6LgUQcUZSfQir,single,Music is my Sanity,2021-03-15,,,449000,10,0.0118,0.784,0.816,0.813,6,0.17,-8.265,1,0.0753,122.992,4,0.251,https://open.spotify.com/track/5JYlcLllk6LgUQcUZSfQir,spotify:track:5JYlcLllk6LgUQcUZSfQir
Hold Up,5KGn7C4GflN0EFMNqDmUY9,single,Hold Up,2020-11-13,,,228571,43,0.00785,0.805,0.904,0.9,8,0.0396,-6.717,0,0.0507,126,4,0.501,https://open.spotify.com/track/5KGn7C4GflN0EFMNqDmUY9,spotify:track:5KGn7C4GflN0EFMNqDmUY9
Low On Cyan - Eli Brown Remix,5KjJwzGfQtJd1VkBR7kIPI,single,Low On Cyan (Eli Brown Remix),2019-06-28,,,335604,9,0.0182,0.787,0.87,0.508,0,0.0367,-7.838,0,0.0638,125.987,4,0.612,https://open.spotify.com/track/5KjJwzGfQtJd1VkBR7kIPI,spotify:track:5KjJwzGfQtJd1VkBR7kIPI
