track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
Cut Ya Down,5x7JF6U5pKqB5Xef2X1dQH,album,My Way Home,2016-06-10,,,170360,0,0.367,0.684,0.887,0.0106,7,0.297,-1.437,1,0.0372,102.816,4,0.952,https://open.spotify.com/track/5x7JF6U5pKqB5Xef2X1dQH,spotify:track:5x7JF6U5pKqB5Xef2X1dQH
Way With Words,6ioeN8jQ8Qc3tS8dhpoAVi,album,Earthtones,2018-02-16,,,260959,61,0.359,0.785,0.53,0.00198,6,0.0774,-6.995,0,0.0634,146.38,4,0.729,https://open.spotify.com/track/6ioeN8jQ8Qc3tS8dhpoAVi,spotify:track:6ioeN8jQ8Qc3tS8dhpoAVi
People,26b3oVLrRUaaybJulow9kz,single,People,2022-12-06,,,184791,94,0.551,0.573,0.422,0.0000131,10,0.102,-7.621,0,0.0678,124.357,5,0.693,https://open.spotify.com/track/26b3oVLrRUaaybJulow9kz,spotify:track:26b3oVLrRUaaybJulow9kz
WHAT IF WE FALL IN LOVE?,28PEJiJg7H76kHHd24GXB1,single,WHAT IF WE FALL IN LOVE?,2022-08-31,,,183643,0,0.0388,0.749,0.849,0.00306,11,0.119,-5.713,0,0.0742,113.986,4,0.641,https://open.spotify.com/track/28PEJiJg7H76kHHd24GXB1,spotify:track:28PEJiJg7H76kHHd24GXB1
Want It All (feat. Evalyn),32IMgcVhysYW12NRvMLp8c,single,Want It All (feat. Evalyn),2023-03-22,,,186000,55,0.0117,0.674,0.742,0.0000026,0,0.281,-6.374,1,0.0384,135.007,4,0.604,https://open.spotify.com/track/32IMgcVhysYW12NRvMLp8c,spotify:track:32IMgcVhysYW12NRvMLp8c
Off Wiv Ya Headz,29LpCEcWnk9lFfzR2o3YVW,single,Off Wiv Ya Headz,2023-06-09,,,206694,67,0.0116,0.555,0.984,0.586,8,0.54,-2.772,0,0.135,164.989,4,0.337,https://open.spotify.com/track/29LpCEcWnk9lFfzR2o3YVW,spotify:track:29LpCEcWnk9lFfzR2o3YVW
17 (Solardo Remix) [Radio Edit],6xKPcEckg4wK4mmkmP4hbf,single,17 (Remixes),2017-12-15,,,216639,14,0.00123,0.883,0.778,0.778,7,0.196,-7.728,0,0.131,126.099,4,0.603,https://open.spotify.com/track/6xKPcEckg4wK4mmkmP4hbf,spotify:track:6xKPcEckg4wK4mmkmP4hbf
Could Heaven Ever Be Like This - Walker & Royce and Chris Lorenzo Remix,7lhNCZG9JWxhoJSGkJa2AS,single,Could Heaven Ever Be Like This (Walker & Royce and Chris Lorenzo Remix),2022-08-12,,,221202,61,0.0252,0.803,0.881,0.0223,9,0.205,-6.482,0,0.163,127.089,4,0.387,https://open.spotify.com/track/7lhNCZG9JWxhoJSGkJa2AS,spotify:track:7lhNCZG9JWxhoJSGkJa2AS
Alaska - Sofi Tukker Remix,6hrbuGy0XxLZb9EBmfgLnM,single,Alaska (Sofi Tukker Remix),2017-07-07,,,290933,62,0.562,0.869,0.469,0.67,7,0.125,-11.502,0,0.0631,122.969,4,0.863,https://open.spotify.com/track/6hrbuGy0XxLZb9EBmfgLnM,spotify:track:6hrbuGy0XxLZb9EBmfgLnM
Alaska,4HfLQJtVT1KiX1eVedDyTm,album,Heard It In A Past Life,2019-01-18,,,188000,73,0.411,0.847,0.386,0.00176,9,0.108,-10.668,0,0.0507,104.001,4,0.178,https://open.spotify.com/track/4HfLQJtVT1KiX1eVedDyTm,spotify:track:4HfLQJtVT1KiX1eVedDyTm
Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,album,Skin,2016-05-27,,,234909,72,0.453,0.444,0.557,0,0,0.152,-5.476,1,0.0602,115.058,4,0.296,https://open.spotify.com/track/5WI2ltQIdwgzf1SNE76JyR,spotify:track:5WI2ltQIdwgzf1SNE76JyR
Magnets,7nRmfGNhHKEEu5o8yFXLXt,album,Caracal (Deluxe),2015-09-25,,,199245,67,0.0626,0.704,0.628,0.00000149,10,0.103,-7.882,0,0.162,92.005,4,0.654,https://open.spotify.com/track/7nRmfGNhHKEEu5o8yFXLXt,spotify:track:7nRmfGNhHKEEu5o8yFXLXt
Move,4cVzPbPsYsfQD5JLszLoV6,single,Move,2015-11-06,,,188307,40,0.722,0.71,0.364,0.0108,5,0.102,-13.974,1,0.113,129.994,4,0.222,https://open.spotify.com/track/4cVzPbPsYsfQD5JLszLoV6,spotify:track:4cVzPbPsYsfQD5JLszLoV6
