track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
Bless the Rain,65hYIBtWaUNEX0nGlbHPnS,single,Bless You,2016-08-05,,,418306,38,0.00323,0.688,0.75,0.915,9,0.0573,-8.16,1,0.0339,124.001,4,0.0881,https://open.spotify.com/track/65hYIBtWaUNEX0nGlbHPnS,spotify:track:65hYIBtWaUNEX0nGlbHPnS
Jeanette,66KnxPOG7pEbzqyKhLaIE0,album,Inner Song,2020-08-28,,,374360,43,0.653,0.583,0.542,0.884,8,0.117,-14.645,0,0.0503,130.006,4,0.286,https://open.spotify.com/track/66KnxPOG7pEbzqyKhLaIE0,spotify:track:66KnxPOG7pEbzqyKhLaIE0
Lost In Space,67ck64BdbfbWZDEcgNdP6a,single,Lost In Space,2017-12-12,,,222813,59,0.676,0.702,0.403,0.269,3,0.0836,-13.428,1,0.0338,101.018,4,0.072,https://open.spotify.com/track/67ck64BdbfbWZDEcgNdP6a,spotify:track:67ck64BdbfbWZDEcgNdP6a
Cinemax - Edit,682HD7Z4WzSxqyjEJQgtBU,single,Cinemax,2020-12-04,,,351412,29,0.206,0.762,0.576,0.699,11,0.137,-8.923,0,0.0695,123.971,4,0.236,https://open.spotify.com/track/682HD7Z4WzSxqyjEJQgtBU,spotify:track:682HD7Z4WzSxqyjEJQgtBU
Drinkee - Vintage Culture & John Summit Remix,68raS6F0ad2Iilql3yYeCt,single,Drinkee (Vintage Culture & John Summit Remix),2021-07-23,,,205161,63,0.021,0.741,0.726,0.776,11,0.0776,-6.404,0,0.0462,124.009,4,0.37,https://open.spotify.com/track/68raS6F0ad2Iilql3yYeCt,spotify:track:68raS6F0ad2Iilql3yYeCt
Ready For You (feat. Celeste),69UTmQOhqIRoGcTWFUidSZ,album,Subconsciously,2021-02-05,,,268886,57,0.232,0.648,0.672,0.113,5,0.1,-9.322,1,0.0411,99.992,4,0.178,https://open.spotify.com/track/69UTmQOhqIRoGcTWFUidSZ,spotify:track:69UTmQOhqIRoGcTWFUidSZ
Unique,6AGP3yzcdhntXx6MEyN91x,single,Vertigo,2019-07-29,,,427865,16,0.00575,0.802,0.929,0.839,7,0.107,-7.412,1,0.0461,126.014,4,0.334,https://open.spotify.com/track/6AGP3yzcdhntXx6MEyN91x,spotify:track:6AGP3yzcdhntXx6MEyN91x
Kyle (I Found You),6Ao5d7TMQ92h87jQqSHGyw,album,Actual Life (April 14 - December 17 2020),2021-04-15,,,196071,73,0.0757,0.76,0.669,0.0215,5,0.77,-9.105,0,0.285,112.023,4,0.215,https://open.spotify.com/track/6Ao5d7TMQ92h87jQqSHGyw,spotify:track:6Ao5d7TMQ92h87jQqSHGyw
DAWN,6AvOOdY5axvk6H4EuUIWFa,album,BRONSON,2020-08-07,,,443466,39,0.035,0.626,0.805,0.569,0,0.0983,-5.02,1,0.0429,119.993,4,0.0362,https://open.spotify.com/track/6AvOOdY5axvk6H4EuUIWFa,spotify:track:6AvOOdY5axvk6H4EuUIWFa
Mama (Da Capo's Touch),6BLMoJcHmJiYfFRPKWOaEw,single,Mama (Da Capo's Touch),2021-10-01,,,449491,42,0.00213,0.798,0.589,0.81,8,0.0576,-8.885,1,0.0481,117.995,4,0.781,https://open.spotify.com/track/6BLMoJcHmJiYfFRPKWOaEw,spotify:track:6BLMoJcHmJiYfFRPKWOaEw
Calling On,6ByN6v7D5YUogv622VMGrk,album,Paradise Again,2022-04-15,,,275828,54,0.0493,0.45,0.817,0.0432,5,0.168,-6.488,0,0.212,123.934,4,0.0958,https://open.spotify.com/track/6ByN6v7D5YUogv622VMGrk,spotify:track:6ByN6v7D5YUogv622VMGrk
Move Your Body,6GomT970rCOkKAyyrwJeZi,single,Move Your Body,2021-10-29,,,157444,82,0.0169,0.848,0.821,0.000403,2,0.0962,-5.408,0,0.0527,125.051,4,0.249,https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,spotify:track:6GomT970rCOkKAyyrwJeZi
Paulette,6HORwrDftWCxGsfuJokSU7,single,Paulette,2021-07-16,,,394008,41,0.0148,0.896,0.866,0.0408,4,0.11,-6.714,0,0.0653,122.022,4,0.856,https://open.spotify.com/track/6HORwrDftWCxGsfuJokSU7,spotify:track:6HORwrDftWCxGsfuJokSU7
GOOD TIMES,6I6QkE2UVSj9YX48oRrD6e,single,GOOD TIMES / PROBLEMZ,2022-05-30,,,181312,65,0.0856,0.629,0.947,0.0262,11,0.328,-4.414,0,0.0592,133.007,4,0.659,https://open.spotify.com/track/6I6QkE2UVSj9YX48oRrD6e,spotify:track:6I6QkE2UVSj9YX48oRrD6e
MAMI,6JjSoJ2laV4ZbKNb9nybvh,single,MAMI,2022-07-22,,,247896,68,0.0308,0.758,0.944,0.103,3,0.0438,-4.901,0,0.0623,126.022,4,0.826,https://open.spotify.com/track/6JjSoJ2laV4ZbKNb9nybvh,spotify:track:6JjSoJ2laV4ZbKNb9nybvh
Microdosing,6JtT4a0Z406dz7A2f2vGBe,single,Microdosing,2021-08-25,,,238167,43,0.0485,0.715,0.764,0.165,6,0.175,-8.232,0,0.0346,130.972,4,0.634,https://open.spotify.com/track/6JtT4a0Z406dz7A2f2vGBe,spotify:track:6JtT4a0Z406dz7A2f2vGBe
Topdown,6KflfPD0qIbbB1PQyAHla5,single,Channel Tres,2018-07-27,,,230013,65,0.0259,0.828,0.54,0.179,1,0.145,-8.54,1,0.0933,120.048,4,0.485,https://open.spotify.com/track/6KflfPD0qIbbB1PQyAHla5,spotify:track:6KflfPD0qIbbB1PQyAHla5
Disco Shit,6L4ps2AOAKRyKqSeftxgD5,single,Disco Shit,2019-01-25,,,199399,15,0.00412,0.816,0.733,0.895,1,0.0755,-5.413,1,0.0403,124.007,4,0.0833,https://open.spotify.com/track/6L4ps2AOAKRyKqSeftxgD5,spotify:track:6L4ps2AOAKRyKqSeftxgD5
Welcome Back Home (feat. MC Ambush),6LbHtTZwzYDWELlXi872yS,single,Welcome Back Home (feat. MC Ambush),2022-06-17,,,192187,35,0.0435,0.628,0.927,0.000617,9,0.342,-4.427,0,0.0707,127.93,4,0.254,https://open.spotify.com/track/6LbHtTZwzYDWELlXi872yS,spotify:track:6LbHtTZwzYDWELlXi872yS
Treat You Better - Purple Disco Machine Remix,6MLvUL2dYphJTwgiBvuJ1J,single,SOLACE REMIXES VOL. 4,2019-02-15,,,257704,45,0.00364,0.801,0.854,0.00325,5,0.155,-4.377,0,0.0442,122.033,4,0.899,https://open.spotify.com/track/6MLvUL2dYphJTwgiBvuJ1J,spotify:track:6MLvUL2dYphJTwgiBvuJ1J
Bodied,6OPf7G2HY8YRoCWHKy2CTy,single,Bodied,2020-11-20,,,370129,19,0.000429,0.763,0.995,0.891,1,0.0957,-8.257,0,0.0511,130.002,4,0.508,https://open.spotify.com/track/6OPf7G2HY8YRoCWHKy2CTy,spotify:track:6OPf7G2HY8YRoCWHKy2CTy
Cacio e pepe,6P7E1zwm0nztFViHCIDAmT,single,Cacio e pepe,2020-10-14,,,194040,24,0.00126,0.789,0.952,0.806,7,0.155,-6.929,1,0.0524,120.004,4,0.56,https://open.spotify.com/track/6P7E1zwm0nztFViHCIDAmT,spotify:track:6P7E1zwm0nztFViHCIDAmT
Dame Gas,6PCms3vNvv1llO4fZToeMy,single,Dame Gas,2022-03-18,,,257278,39,0.00119,0.857,0.937,0.0414,1,0.0828,-3.404,1,0.0434,124.961,4,0.265,https://open.spotify.com/track/6PCms3vNvv1llO4fZToeMy,spotify:track:6PCms3vNvv1llO4fZToeMy
Pick Your Battles,6QyXAcERauW27QwlxjDvww,album,Parachute,2020-10-30,,,221173,53,0.0335,0.693,0.683,0.12,7,0.169,-9.74,0,0.0454,123.951,4,0.193,https://open.spotify.com/track/6QyXAcERauW27QwlxjDvww,spotify:track:6QyXAcERauW27QwlxjDvww
Flores No Mar - Album Edit,6SYH3khYd6Mum1cKf8sRux,album,W,2020-05-22,,,493760,29,0.203,0.751,0.371,0.869,6,0.15,-10.562,0,0.0538,126.017,4,0.0549,https://open.spotify.com/track/6SYH3khYd6Mum1cKf8sRux,spotify:track:6SYH3khYd6Mum1cKf8sRux
Forever,6SdQARoKk1y4IVL1OeHS9d,album,When the Lights Go,2022-09-09,,,268159,40,0.209,0.724,0.729,0.0118,8,0.107,-6.45,1,0.0405,123.964,4,0.122,https://open.spotify.com/track/6SdQARoKk1y4IVL1OeHS9d,spotify:track:6SdQARoKk1y4IVL1OeHS9d
Mi Amor,6U7DCvIA93YYzyFYwmiIIe,single,Mi Amor,2021-05-28,,,195952,66,0.0187,0.824,0.511,0.834,8,0.309,-9.049,0,0.151,127.959,4,0.0858,https://open.spotify.com/track/6U7DCvIA93YYzyFYwmiIIe,spotify:track:6U7DCvIA93YYzyFYwmiIIe
Aguila ft. Cumbiafrica,6WLZljpPR8EiUT2LDubJ6T,single,Aguila ft. Cumbiafrica,2022-07-22,,,168600,69,0.00304,0.812,0.816,0.000128,6,0.112,-5.584,0,0.0432,125.001,4,0.211,https://open.spotify.com/track/6WLZljpPR8EiUT2LDubJ6T,spotify:track:6WLZljpPR8EiUT2LDubJ6T
Pree Me (Chris Lorenzo Remix),6X6LIhmk6XVblq7meVQ4Kn,single,Pree Me (Chris Lorenzo Remix),2021-05-28,,,280620,35,0.00207,0.869,0.647,0.819,8,0.0746,-8.857,0,0.0472,130.001,4,0.434,https://open.spotify.com/track/6X6LIhmk6XVblq7meVQ4Kn,spotify:track:6X6LIhmk6XVblq7meVQ4Kn
LET’S DO IT AGAIN,6XeNfVpkrE1Ai9CQWo4cgu,single,LET’S DO IT AGAIN,2022-04-12,,,439441,54,0.07,0.683,0.757,0.874,2,0.112,-8.808,0,0.0354,124.003,4,0.31,https://open.spotify.com/track/6XeNfVpkrE1Ai9CQWo4cgu,spotify:track:6XeNfVpkrE1Ai9CQWo4cgu
Nterini - Sparrow & Barbossa Remix,6ZD6KxJrALrxyx0E01Rkgf,single,Nterini (Sparrow & Barbossa Remix),2020-06-12,,,363765,43,0.0088,0.793,0.9,0.733,1,0.123,-7.839,0,0.0537,123.003,4,0.467,https://open.spotify.com/track/6ZD6KxJrALrxyx0E01Rkgf,spotify:track:6ZD6KxJrALrxyx0E01Rkgf
I See U,6ZQcTdTv19DT26dEnI42jx,single,I See U,2020-10-02,,,189152,43,0.00195,0.68,0.833,0.106,1,0.113,-3.272,1,0.0283,117.979,4,0.0541,https://open.spotify.com/track/6ZQcTdTv19DT26dEnI42jx,spotify:track:6ZQcTdTv19DT26dEnI42jx
Antibodies - LP Giobbi Remix,6a8LfgC5aAaHNhsQcGQY1r,single,Antibodies,2021-07-02,,,312226,66,0.175,0.61,0.765,0.00000105,3,0.0914,-4.914,1,0.172,125.028,4,0.243,https://open.spotify.com/track/6a8LfgC5aAaHNhsQcGQY1r,spotify:track:6a8LfgC5aAaHNhsQcGQY1r
Dominator - Rebūke Remix,6cKvyvg3sMnyZZsi8tgXMP,single,Dominator (Rebūke Remix),2020-08-21,,,239515,32,0.0728,0.686,0.932,0.0294,7,0.16,-4.828,1,0.21,130.041,4,0.282,https://open.spotify.com/track/6cKvyvg3sMnyZZsi8tgXMP,spotify:track:6cKvyvg3sMnyZZsi8tgXMP
Sometimes - Radio Edit,6e47RCMwIjOYLS8Yn0nN1Q,single,Sometimes (Radio Edit),2017-12-01,,,266298,38,0.00397,0.674,0.94,0.5,2,0.0941,-4.855,1,0.0625,123.953,4,0.113,https://open.spotify.com/track/6e47RCMwIjOYLS8Yn0nN1Q,spotify:track:6e47RCMwIjOYLS8Yn0nN1Q
Elle,6gbpfBti5kbkVwy8J2tEBk,single,Elle / Nuru,2021-02-05,,,203414,28,0.00333,0.701,0.783,0.845,10,0.111,-9.961,0,0.0433,123.019,4,0.15,https://open.spotify.com/track/6gbpfBti5kbkVwy8J2tEBk,spotify:track:6gbpfBti5kbkVwy8J2tEBk
Turn On The Lights again.. (feat. Future),6gdDu39yYqPcaTgCwYEW8i,single,Turn On The Lights again.. (feat. Future),2022-07-29,,,267946,76,0.0125,0.683,0.887,0.446,6,0.318,-4.944,0,0.0497,132.007,4,0.551,https://open.spotify.com/track/6gdDu39yYqPcaTgCwYEW8i,spotify:track:6gdDu39yYqPcaTgCwYEW8i
Image,6ia9lRXYhsj1YCOTS8usQw,single,Dark Matter EP,2020-05-25,,,508284,26,0.0419,0.801,0.732,0.87,10,0.101,-11.041,0,0.049,123,4,0.0405,https://open.spotify.com/track/6ia9lRXYhsj1YCOTS8usQw,spotify:track:6ia9lRXYhsj1YCOTS8usQw
That's the Way - Original Mix,6ickys3a0pAAzpgaZn7Wgb,single,That's the Way,2021-06-04,,,270983,33,0.0000229,0.712,0.945,0.882,0,0.041,-4.842,1,0.0479,121.991,4,0.617,https://open.spotify.com/track/6ickys3a0pAAzpgaZn7Wgb,spotify:track:6ickys3a0pAAzpgaZn7Wgb
Home,6jYXP1jrYIHkEYglFgeL2Q,single,Home,2020-05-29,,,330500,62,0.33,0.612,0.767,0.221,2,0.353,-5.972,0,0.0317,120.018,4,0.0458,https://open.spotify.com/track/6jYXP1jrYIHkEYglFgeL2Q,spotify:track:6jYXP1jrYIHkEYglFgeL2Q
Give It to Me,6joEpIEWpZYrezVvqrbvxy,single,Give It to Me,2021-06-04,,,210000,65,0.00132,0.838,0.664,0.035,6,0.131,-8.126,1,0.0484,126.047,4,0.545,https://open.spotify.com/track/6joEpIEWpZYrezVvqrbvxy,spotify:track:6joEpIEWpZYrezVvqrbvxy
